Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q1,January,Maryland,Columbia,0.68
Residential,House,Q2,February,Maryland,Columbia,0.6
Residential,House,Q3,April,Maryland,Columbia,0.75
Residential,House,Q1,May,Maryland,Columbia,3.76
Residential,House,Q2,July,Maryland,Columbia,5.16
Residential,House,Q3,September,Maryland,Columbia,11.5
Culture,Hotel,Q1,January,Maryland,Columbia,12.4
Culture,Hotel,Q2,February,Maryland,Columbia,14.11
Culture,Hotel,Q3,April,Maryland,Columbia,16.32
Culture,Hotel,Q1,May,Maryland,Columbia,22.18
Culture,Hotel,Q2,July,Maryland,Columbia,36.37
Culture,Hotel,Q3,September,Maryland,Columbia,37.65
Residential,Museum,Q1,January,Maryland,Columbia,44.51
Residential,Museum,Q2,February,Maryland,Columbia,51.74
Residential,Museum,Q3,April,Maryland,Columbia,75.33
Residential,Museum,Q1,May,Maryland,Columbia,80.03
Residential,Museum,Q2,July,Maryland,Columbia,82.38
Residential,Museum,Q3,September,Maryland,Columbia,82.49
Culture,Concert,Q1,January,Maryland,Columbia,85.24
Culture,Concert,Q2,February,Maryland,Columbia,86.77
Culture,Concert,Q3,April,Maryland,Columbia,90.38
Culture,Concert,Q1,May,Maryland,Columbia,95.16
Culture,Concert,Q2,July,Maryland,Columbia,97.48
Culture,Concert,Q3,September,Maryland,Columbia,98.3
