Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Theatre,Q3,September,Oregon,Portland,1.31
Culture,Theatre,Q4,August,Oregon,Portland,10.19
Culture,Theatre,Q2,July,Oregon,Portland,11.98
Culture,Theatre,Q3,November,Oregon,Portland,12.24
Culture,Theatre,Q4,October,Oregon,Portland,10.74
Culture,Theatre,Q2,December,Oregon,Portland,11.45
Culture,Theatre,Q3,June,Oregon,Portland,10.93
Culture,Theatre,Q4,April,Oregon,Portland,18.21
Culture,Theatre,Q2,September,Oregon,Portland,19.06
Production,Concert,Q3,September,Oregon,Portland,20.69
Production,Concert,Q4,August,Oregon,Portland,21.07
Production,Concert,Q2,July,Oregon,Portland,23.81
Production,Concert,Q3,November,Oregon,Portland,26.74
Production,Concert,Q4,October,Oregon,Portland,32.75
Production,Concert,Q2,December,Oregon,Portland,34.65
Production,Concert,Q3,June,Oregon,Portland,36.65
Production,Concert,Q4,April,Oregon,Portland,36.05
Production,Concert,Q2,September,Oregon,Portland,58.46
Service,Factory,Q3,September,Oregon,Portland,36.41
Service,Factory,Q4,August,Oregon,Portland,41.88
Service,Factory,Q2,July,Oregon,Portland,44.74
Service,Factory,Q3,November,Oregon,Portland,45.07
Service,Factory,Q4,October,Oregon,Portland,44.59
Service,Factory,Q2,December,Oregon,Portland,60.48
Service,Factory,Q3,June,Oregon,Portland,49.51
Service,Factory,Q4,April,Oregon,Portland,53.05
Service,Factory,Q2,September,Oregon,Portland,54.09
Culture,Workshop,Q3,September,Oregon,Portland,56.44
Culture,Workshop,Q4,August,Oregon,Portland,58.6
Culture,Workshop,Q2,July,Oregon,Portland,59.66
Culture,Workshop,Q3,November,Oregon,Portland,59.97
Culture,Workshop,Q4,October,Oregon,Portland,61.44
Culture,Workshop,Q2,December,Oregon,Portland,62.55
Culture,Workshop,Q3,June,Oregon,Portland,60.18
Culture,Workshop,Q4,April,Oregon,Portland,64.37
Culture,Workshop,Q2,September,Oregon,Portland,65.08
Production,Administration,Q3,September,Oregon,Portland,66.74
Production,Administration,Q4,August,Oregon,Portland,64.71
Production,Administration,Q2,July,Oregon,Portland,62.5
Production,Administration,Q3,November,Oregon,Portland,69.51
Production,Administration,Q4,October,Oregon,Portland,70.73
Production,Administration,Q2,December,Oregon,Portland,71.47
Production,Administration,Q3,June,Oregon,Portland,69.42
Production,Administration,Q4,April,Oregon,Portland,75.9
Production,Administration,Q2,September,Oregon,Portland,76.05
Service,Library,Q3,September,Oregon,Portland,77.45
Service,Library,Q4,August,Oregon,Portland,77.52
Service,Library,Q2,July,Oregon,Portland,79.83
Service,Library,Q3,November,Oregon,Portland,80.19
Service,Library,Q4,October,Oregon,Portland,80.22
Service,Library,Q2,December,Oregon,Portland,77.7
Service,Library,Q3,June,Oregon,Portland,86.86
Service,Library,Q4,April,Oregon,Portland,88.04
Service,Library,Q2,September,Oregon,Portland,89.44
Culture,School,Q3,September,Oregon,Portland,90.01
Culture,School,Q4,August,Oregon,Portland,93.27
Culture,School,Q2,July,Oregon,Portland,94.32
Culture,School,Q3,November,Oregon,Portland,95.7
Culture,School,Q4,October,Oregon,Portland,95.54
Culture,School,Q2,December,Oregon,Portland,97.64
Culture,School,Q3,June,Oregon,Portland,94.5
Culture,School,Q4,April,Oregon,Portland,94.77
Culture,School,Q2,September,Oregon,Portland,94.97
