Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q3,August,1.94
Culture,Concert,Q2,September,2.78
Culture,Concert,Q1,July,3.24
Culture,Concert,Q3,May,4.21
Culture,Concert,Q2,June,8.02
Culture,Concert,Q1,January,9.39
Culture,Concert,Q3,February,8.13
Culture,Concert,Q2,March,11.79
Culture,Concert,Q1,August,11.33
Residential,Museum,Q3,August,14.63
Residential,Museum,Q2,September,16.85
Residential,Museum,Q1,July,19.63
Residential,Museum,Q3,May,20.8
Residential,Museum,Q2,June,20.25
Residential,Museum,Q1,January,23.17
Residential,Museum,Q3,February,24.26
Residential,Museum,Q2,March,25.18
Residential,Museum,Q1,August,26.73
Production,Theatre,Q3,August,30.45
Production,Theatre,Q2,September,31.01
Production,Theatre,Q1,July,32.83
Production,Theatre,Q3,May,38.81
Production,Theatre,Q2,June,39.48
Production,Theatre,Q1,January,40.33
Production,Theatre,Q3,February,39.9
Production,Theatre,Q2,March,42.84
Production,Theatre,Q1,August,41.72
Culture,Hotel,Q3,August,47.51
Culture,Hotel,Q2,September,48.76
Culture,Hotel,Q1,July,50.45
Culture,Hotel,Q3,May,53.4
Culture,Hotel,Q2,June,53.17
Culture,Hotel,Q1,January,57.01
Culture,Hotel,Q3,February,58.34
Culture,Hotel,Q2,March,62.56
Culture,Hotel,Q1,August,63.55
Residential,Apartment,Q3,August,64.41
Residential,Apartment,Q2,September,64.31
Residential,Apartment,Q1,July,66.08
Residential,Apartment,Q3,May,67.86
Residential,Apartment,Q2,June,66.11
Residential,Apartment,Q1,January,69.59
Residential,Apartment,Q3,February,69.96
Residential,Apartment,Q2,March,67.54
Residential,Apartment,Q1,August,64.14
Production,Workshop,Q3,August,73.45
Production,Workshop,Q2,September,73.33
Production,Workshop,Q1,July,74.07
Production,Workshop,Q3,May,73.86
Production,Workshop,Q2,June,73.9
Production,Workshop,Q1,January,80.1
Production,Workshop,Q3,February,84.0
Production,Workshop,Q2,March,85.71
Production,Workshop,Q1,August,86.89
Culture,Factory,Q3,August,87.04
Culture,Factory,Q2,September,86.0
Culture,Factory,Q1,July,91.16
Culture,Factory,Q3,May,92.76
Culture,Factory,Q2,June,91.99
Culture,Factory,Q1,January,94.34
Culture,Factory,Q3,February,96.08
Culture,Factory,Q2,March,98.02
Culture,Factory,Q1,August,99.84
