Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2022,Massachusetts,Lenox,Humidity,Low,0.36
2022,Massachusetts,Lenox,Temperature,Medium,0.07
2022,Massachusetts,Lenox,Wind,31-40,2.49
2022,Massachusetts,Lenox,Humidity,21-30,3.84
2022,Massachusetts,Lenox,Temperature,0-10,4.77
2022,Massachusetts,Lenox,Wind,Storm,5.14
2022,Massachusetts,Lenox,Humidity,Breeze,5.89
2022,Massachusetts,Lenox,Temperature,Calm,1.1
2022,Massachusetts,Lenox,Wind,Low,8.11
2021,Oregon,Boston,Humidity,Low,0.52
2021,Oregon,Boston,Temperature,Medium,6.51
2021,Oregon,Boston,Wind,31-40,5.49
2021,Oregon,Boston,Humidity,21-30,9.19
2021,Oregon,Boston,Temperature,0-10,13.85
2021,Oregon,Boston,Wind,Storm,14.3
2021,Oregon,Boston,Humidity,Breeze,15.81
2021,Oregon,Boston,Temperature,Calm,14.49
2021,Oregon,Boston,Wind,Low,17.85
2017,Massachusetts,Cambridge,Humidity,Low,18.74
2017,Massachusetts,Cambridge,Temperature,Medium,19.03
2017,Massachusetts,Cambridge,Wind,31-40,20.07
2017,Massachusetts,Cambridge,Humidity,21-30,20.09
2017,Massachusetts,Cambridge,Temperature,0-10,17.86
2017,Massachusetts,Cambridge,Wind,Storm,23.76
2017,Massachusetts,Cambridge,Humidity,Breeze,23.51
2017,Massachusetts,Cambridge,Temperature,Calm,24.67
2017,Massachusetts,Cambridge,Wind,Low,26.17
2022,Oregon,Redmond,Humidity,Low,24.99
2022,Oregon,Redmond,Temperature,Medium,26.82
2022,Oregon,Redmond,Wind,31-40,23.67
2022,Oregon,Redmond,Humidity,21-30,25.12
2022,Oregon,Redmond,Temperature,0-10,22.66
2022,Oregon,Redmond,Wind,Storm,27.15
2022,Oregon,Redmond,Humidity,Breeze,27.71
2022,Oregon,Redmond,Temperature,Calm,25.28
2022,Oregon,Redmond,Wind,Low,27.45
2021,Massachusetts,Portland,Humidity,Low,5.58
2021,Massachusetts,Portland,Temperature,Medium,10.45
2021,Massachusetts,Portland,Wind,31-40,12.05
2021,Massachusetts,Portland,Humidity,21-30,12.61
2021,Massachusetts,Portland,Temperature,0-10,12.31
2021,Massachusetts,Portland,Wind,Storm,14.02
2021,Massachusetts,Portland,Humidity,Breeze,16.45
2021,Massachusetts,Portland,Temperature,Calm,17.35
2021,Massachusetts,Portland,Wind,Low,17.98
2017,Oregon,Salem,Humidity,Low,18.29
2017,Oregon,Salem,Temperature,Medium,18.26
2017,Oregon,Salem,Wind,31-40,19.96
2017,Oregon,Salem,Humidity,21-30,19.91
2017,Oregon,Salem,Temperature,0-10,20.51
2017,Oregon,Salem,Wind,Storm,21.0
2017,Oregon,Salem,Humidity,Breeze,22.17
2017,Oregon,Salem,Temperature,Calm,22.52
2017,Oregon,Salem,Wind,Low,25.15
