Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,School,Q2,April,Florida,Fort Lauderdale,3.6
Service,School,Q4,June,Nevada,Las Vegas,3.54
Service,School,Q2,May,Florida,Reno,5.18
Service,School,Q4,December,Nevada,Fort Lauderdale,15.09
Service,School,Q2,October,Florida,Las Vegas,19.92
Service,School,Q4,April,Nevada,Reno,19.27
Residential,Library,Q2,April,Florida,Fort Lauderdale,22.3
Residential,Library,Q4,June,Nevada,Las Vegas,25.82
Residential,Library,Q2,May,Florida,Reno,30.43
Residential,Library,Q4,December,Nevada,Fort Lauderdale,35.72
Residential,Library,Q2,October,Florida,Las Vegas,39.78
Residential,Library,Q4,April,Nevada,Reno,41.32
Service,Hospital,Q2,April,Florida,Fort Lauderdale,43.34
Service,Hospital,Q4,June,Nevada,Las Vegas,44.15
Service,Hospital,Q2,May,Florida,Reno,45.8
Service,Hospital,Q4,December,Nevada,Fort Lauderdale,48.12
Service,Hospital,Q2,October,Florida,Las Vegas,50.02
Service,Hospital,Q4,April,Nevada,Reno,50.23
Residential,House,Q2,April,Florida,Fort Lauderdale,53.96
Residential,House,Q4,June,Nevada,Las Vegas,53.1
Residential,House,Q2,May,Florida,Reno,60.77
Residential,House,Q4,December,Nevada,Fort Lauderdale,61.22
Residential,House,Q2,October,Florida,Las Vegas,65.11
Residential,House,Q4,April,Nevada,Reno,69.49
Service,Hotel,Q2,April,Florida,Fort Lauderdale,71.52
Service,Hotel,Q4,June,Nevada,Las Vegas,75.21
Service,Hotel,Q2,May,Florida,Reno,79.14
Service,Hotel,Q4,December,Nevada,Fort Lauderdale,79.71
Service,Hotel,Q2,October,Florida,Las Vegas,84.5
Service,Hotel,Q4,April,Nevada,Reno,87.63
Residential,Apartment,Q2,April,Florida,Fort Lauderdale,88.92
Residential,Apartment,Q4,June,Nevada,Las Vegas,89.57
Residential,Apartment,Q2,May,Florida,Reno,89.5
Residential,Apartment,Q4,December,Nevada,Fort Lauderdale,91.14
Residential,Apartment,Q2,October,Florida,Las Vegas,94.16
Residential,Apartment,Q4,April,Nevada,Reno,98.8
