Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q4,December,1.22
Service,Administration,Q1,October,3.87
Service,Administration,Q2,November,4.46
Service,Administration,Q4,January,6.67
Service,Administration,Q1,March,7.79
Service,Administration,Q2,February,8.55
Service,Administration,Q4,April,9.52
Service,Administration,Q1,June,10.58
Service,Administration,Q2,December,7.9
Culture,Hospital,Q4,December,12.33
Culture,Hospital,Q1,October,13.97
Culture,Hospital,Q2,November,17.6
Culture,Hospital,Q4,January,19.9
Culture,Hospital,Q1,March,21.34
Culture,Hospital,Q2,February,22.7
Culture,Hospital,Q4,April,23.22
Culture,Hospital,Q1,June,23.31
Culture,Hospital,Q2,December,26.39
Production,School,Q4,December,27.13
Production,School,Q1,October,28.43
Production,School,Q2,November,28.75
Production,School,Q4,January,28.17
Production,School,Q1,March,31.67
Production,School,Q2,February,33.61
Production,School,Q4,April,35.34
Production,School,Q1,June,36.74
Production,School,Q2,December,39.76
Service,Theatre,Q4,December,41.02
Service,Theatre,Q1,October,42.92
Service,Theatre,Q2,November,43.26
Service,Theatre,Q4,January,47.03
Service,Theatre,Q1,March,48.28
Service,Theatre,Q2,February,51.6
Service,Theatre,Q4,April,52.6
Service,Theatre,Q1,June,52.86
Service,Theatre,Q2,December,55.09
Culture,Museum,Q4,December,56.25
Culture,Museum,Q1,October,56.2
Culture,Museum,Q2,November,55.73
Culture,Museum,Q4,January,59.24
Culture,Museum,Q1,March,61.0
Culture,Museum,Q2,February,65.41
Culture,Museum,Q4,April,67.91
Culture,Museum,Q1,June,67.08
Culture,Museum,Q2,December,68.25
Production,Workshop,Q4,December,71.4
Production,Workshop,Q1,October,72.1
Production,Workshop,Q2,November,73.59
Production,Workshop,Q4,January,75.34
Production,Workshop,Q1,March,76.22
Production,Workshop,Q2,February,76.71
Production,Workshop,Q4,April,76.7
Production,Workshop,Q1,June,75.03
Production,Workshop,Q2,December,81.34
Service,Factory,Q4,December,81.06
Service,Factory,Q1,October,81.27
Service,Factory,Q2,November,86.97
Service,Factory,Q4,January,89.2
Service,Factory,Q1,March,90.15
Service,Factory,Q2,February,90.61
Service,Factory,Q4,April,92.27
Service,Factory,Q1,June,93.83
Service,Factory,Q2,December,99.91
