Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2017,Dairy,Butter,768.42
Export,2017,Beverage,Milk,649.24
Export,2017,Meat,Yoghurt,522.37
Export,2017,Dairy,Soda,11.6
Export,2017,Beverage,Coffee,653.96
Export,2017,Meat,Chicken,654.25
Export,2017,Dairy,Beef,661.57
Export,2017,Beverage,Pork,152.61
Export,2017,Meat,Butter,538.05
Export,2020,Dairy,Butter,27.84
Export,2020,Beverage,Milk,801.13
Export,2020,Meat,Yoghurt,163.68
Export,2020,Dairy,Soda,934.22
Export,2020,Beverage,Coffee,296.58
Export,2020,Meat,Chicken,683.9
Export,2020,Dairy,Beef,813.31
Export,2020,Beverage,Pork,941.91
Export,2020,Meat,Butter,51.62
Export,2018,Dairy,Butter,565.04
Export,2018,Beverage,Milk,55.12
Export,2018,Meat,Yoghurt,317.03
Export,2018,Dairy,Soda,831.89
Export,2018,Beverage,Coffee,965.51
Export,2018,Meat,Chicken,72.4
Export,2018,Dairy,Beef,201.15
Export,2018,Beverage,Pork,714.75
Export,2018,Meat,Butter,457.86
Export,2017,Dairy,Butter,588.39
Export,2017,Beverage,Milk,976.15
Export,2017,Meat,Yoghurt,341.66
Export,2017,Dairy,Soda,859.42
Export,2017,Beverage,Coffee,355.82
Export,2017,Meat,Chicken,869.7
Export,2017,Dairy,Beef,242.16
Export,2017,Beverage,Pork,122.62
Export,2017,Meat,Butter,508.52
