Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q2,May,2.18
Production,Workshop,Q4,April,3.57
Production,Workshop,Q2,December,5.88
Production,Workshop,Q4,November,10.11
Production,Workshop,Q2,October,11.74
Production,Workshop,Q4,May,11.51
Culture,Factory,Q2,May,15.22
Culture,Factory,Q4,April,19.81
Culture,Factory,Q2,December,23.82
Culture,Factory,Q4,November,26.5
Culture,Factory,Q2,October,27.05
Culture,Factory,Q4,May,28.56
Production,Concert,Q2,May,29.61
Production,Concert,Q4,April,30.06
Production,Concert,Q2,December,32.97
Production,Concert,Q4,November,38.43
Production,Concert,Q2,October,48.85
Production,Concert,Q4,May,52.05
Culture,Theatre,Q2,May,55.04
Culture,Theatre,Q4,April,56.89
Culture,Theatre,Q2,December,62.64
Culture,Theatre,Q4,November,69.9
Culture,Theatre,Q2,October,70.6
Culture,Theatre,Q4,May,70.0
Production,Museum,Q2,May,71.79
Production,Museum,Q4,April,74.87
Production,Museum,Q2,December,75.53
Production,Museum,Q4,November,79.93
Production,Museum,Q2,October,89.95
Production,Museum,Q4,May,99.48
