Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Oregon,Redmond,Humidity,Low,0.93
2015,Oregon,Redmond,Temperature,Medium,3.61
2015,Oregon,Redmond,Humidity,11-20,3.32
2015,Oregon,Redmond,Temperature,21-30,4.44
2021,California,Salem,Humidity,Low,6.36
2021,California,Salem,Temperature,Medium,5.49
2021,California,Salem,Humidity,11-20,8.7
2021,California,Salem,Temperature,21-30,3.25
2015,Georgia,Portland,Humidity,Low,10.63
2015,Georgia,Portland,Temperature,Medium,11.67
2015,Georgia,Portland,Humidity,11-20,11.58
2015,Georgia,Portland,Temperature,21-30,12.07
2021,Oregon,Berkeley,Humidity,Low,14.97
2021,Oregon,Berkeley,Temperature,Medium,15.59
2021,Oregon,Berkeley,Humidity,11-20,15.86
2021,Oregon,Berkeley,Temperature,21-30,10.35
2015,California,San Francisco,Humidity,Low,18.96
2015,California,San Francisco,Temperature,Medium,19.32
2015,California,San Francisco,Humidity,11-20,20.34
2015,California,San Francisco,Temperature,21-30,17.7
2021,Georgia,Washington,Humidity,Low,22.66
2021,Georgia,Washington,Temperature,Medium,4.16
2021,Georgia,Washington,Humidity,11-20,21.13
2021,Georgia,Washington,Temperature,21-30,26.39
2015,Oregon,Columbus,Humidity,Low,27.96
2015,Oregon,Columbus,Temperature,Medium,27.02
2015,Oregon,Columbus,Humidity,11-20,10.78
2015,Oregon,Columbus,Temperature,21-30,0.03
