Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q2,June,1.58
Culture,Theatre,Q4,April,2.41
Culture,Theatre,Q1,May,3.0
Culture,Theatre,Q2,December,4.3
Culture,Theatre,Q4,November,5.1
Culture,Theatre,Q1,January,5.72
Culture,Theatre,Q2,March,6.32
Culture,Theatre,Q4,June,8.64
Culture,Theatre,Q1,April,9.07
Production,Museum,Q2,June,7.65
Production,Museum,Q4,April,13.99
Production,Museum,Q1,May,13.81
Production,Museum,Q2,December,15.78
Production,Museum,Q4,November,16.92
Production,Museum,Q1,January,17.51
Production,Museum,Q2,March,18.02
Production,Museum,Q4,June,19.99
Production,Museum,Q1,April,20.21
Residential,Concert,Q2,June,20.07
Residential,Concert,Q4,April,17.9
Residential,Concert,Q1,May,25.66
Residential,Concert,Q2,December,26.98
Residential,Concert,Q4,November,26.51
Residential,Concert,Q1,January,30.47
Residential,Concert,Q2,March,34.26
Residential,Concert,Q4,June,35.5
Residential,Concert,Q1,April,35.86
Culture,Workshop,Q2,June,37.09
Culture,Workshop,Q4,April,36.78
Culture,Workshop,Q1,May,40.57
Culture,Workshop,Q2,December,41.26
Culture,Workshop,Q4,November,42.66
Culture,Workshop,Q1,January,41.73
Culture,Workshop,Q2,March,47.89
Culture,Workshop,Q4,June,47.24
Culture,Workshop,Q1,April,50.65
Production,Factory,Q2,June,51.95
Production,Factory,Q4,April,51.41
Production,Factory,Q1,May,53.3
Production,Factory,Q2,December,53.01
Production,Factory,Q4,November,59.64
Production,Factory,Q1,January,60.55
Production,Factory,Q2,March,61.1
Production,Factory,Q4,June,67.42
Production,Factory,Q1,April,70.2
Residential,Apartment,Q2,June,74.91
Residential,Apartment,Q4,April,75.49
Residential,Apartment,Q1,May,75.0
Residential,Apartment,Q2,December,75.4
Residential,Apartment,Q4,November,78.58
Residential,Apartment,Q1,January,75.37
Residential,Apartment,Q2,March,80.25
Residential,Apartment,Q4,June,81.35
Residential,Apartment,Q1,April,79.82
Culture,House,Q2,June,84.81
Culture,House,Q4,April,91.83
Culture,House,Q1,May,93.64
Culture,House,Q2,December,94.88
Culture,House,Q4,November,94.86
Culture,House,Q1,January,96.17
Culture,House,Q2,March,97.04
Culture,House,Q4,June,97.76
Culture,House,Q1,April,95.66
