Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2020,Cereals,Seeds,521.67
Export,2020,Beverage,Corn,523.24
Export,2020,Meat,Juice,401.04
Export,2020,Cereals,Tea,918.96
Export,2020,Beverage,Soda,665.45
Export,2020,Meat,Lamb,415.67
Export,2020,Cereals,Chicken,36.45
Export,2020,Beverage,Seeds,681.32
Export,2020,Meat,Corn,298.54
Export,2019,Cereals,Seeds,170.93
Export,2019,Beverage,Corn,48.9
Export,2019,Meat,Juice,689.67
Export,2019,Cereals,Tea,945.24
Export,2019,Beverage,Soda,434.35
Export,2019,Meat,Lamb,311.46
Export,2019,Cereals,Chicken,698.31
Export,2019,Beverage,Seeds,63.26
Export,2019,Meat,Corn,703.19
Export,2016,Cereals,Seeds,834.74
Export,2016,Beverage,Corn,578.86
Export,2016,Meat,Juice,84.42
Export,2016,Cereals,Tea,213.78
Export,2016,Beverage,Soda,85.13
Export,2016,Meat,Lamb,85.6
Export,2016,Cereals,Chicken,604.43
Export,2016,Beverage,Seeds,863.6
Export,2016,Meat,Corn,608.87
Export,2020,Cereals,Seeds,355.11
Export,2020,Beverage,Corn,619.86
Export,2020,Meat,Juice,876.55
Export,2020,Cereals,Tea,494.05
Export,2020,Beverage,Soda,751.48
Export,2020,Meat,Lamb,370.5
Export,2020,Cereals,Chicken,375.59
Export,2020,Beverage,Seeds,763.24
Export,2020,Meat,Corn,125.69
