Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q3,August,Illinois,Springfield,1.82
Residential,Apartment,Q4,September,Illinois,Champaign,66.21
Residential,Apartment,Q3,December,Illinois,Springfield,35.71
Residential,Apartment,Q4,November,Illinois,Champaign,36.08
Production,House,Q3,August,Illinois,Springfield,8.34
Production,House,Q4,September,Illinois,Champaign,41.95
Production,House,Q3,December,Illinois,Springfield,74.21
Production,House,Q4,November,Illinois,Champaign,78.78
Residential,Workshop,Q3,August,Illinois,Springfield,15.53
Residential,Workshop,Q4,September,Illinois,Champaign,14.49
Residential,Workshop,Q3,December,Illinois,Springfield,84.68
Residential,Workshop,Q4,November,Illinois,Champaign,21.4
Production,Factory,Q3,August,Illinois,Springfield,86.23
Production,Factory,Q4,September,Illinois,Champaign,87.57
Production,Factory,Q3,December,Illinois,Springfield,57.96
Production,Factory,Q4,November,Illinois,Champaign,26.46
