Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2020,Q2,Cereals,Soybeans,257.24
Export,2020,Q2,Beverage,Rice,910.37
Export,2020,Q2,Dairy,Juice,660.82
Export,2020,Q2,Cereals,Coffee,283.18
Export,2020,Q2,Beverage,Tea,288.62
Export,2020,Q2,Dairy,Yoghurt,674.92
Export,2020,Q2,Cereals,Butter,548.48
Export,2020,Q2,Beverage,Soybeans,421.15
Export,2020,Q2,Dairy,Rice,550.55
Export,2019,Q2,Cereals,Soybeans,936.62
Export,2019,Q2,Beverage,Rice,684.03
Export,2019,Q2,Dairy,Juice,429.94
Export,2019,Q2,Cereals,Coffee,942.76
Export,2019,Q2,Beverage,Tea,942.09
Export,2019,Q2,Dairy,Yoghurt,178.46
Export,2019,Q2,Cereals,Butter,564.8
Export,2019,Q2,Beverage,Soybeans,436.11
Export,2019,Q2,Dairy,Rice,566.18
Export,2020,Q2,Cereals,Soybeans,695.11
Export,2020,Q2,Beverage,Rice,566.5
Export,2020,Q2,Dairy,Juice,315.51
Export,2020,Q2,Cereals,Coffee,319.93
Export,2020,Q2,Beverage,Tea,711.19
Export,2020,Q2,Dairy,Yoghurt,327.96
Export,2020,Q2,Cereals,Butter,79.46
Export,2020,Q2,Beverage,Soybeans,212.6
Export,2020,Q2,Dairy,Rice,599.82
Export,2019,Q2,Cereals,Soybeans,987.69
Export,2019,Q2,Beverage,Rice,352.62
Export,2019,Q2,Dairy,Juice,621.29
Export,2019,Q2,Cereals,Coffee,621.08
Export,2019,Q2,Beverage,Tea,623.83
Export,2019,Q2,Dairy,Yoghurt,241.38
Export,2019,Q2,Cereals,Butter,114.15
Export,2019,Q2,Beverage,Soybeans,498.67
Export,2019,Q2,Dairy,Rice,118.91
