Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2016,Michigan,Detroit,Temperature,21-30,0.3
2016,Michigan,Detroit,Humidity,31-40,1.62
2016,Michigan,Detroit,Wind,11-20,1.43
2016,Michigan,Detroit,Temperature,Medium,3.24
2016,Michigan,Detroit,Humidity,Low,4.81
2016,Michigan,Detroit,Wind,High,5.94
2016,Michigan,Detroit,Temperature,Breeze,6.15
2016,Michigan,Detroit,Humidity,Calm,6.01
2016,Michigan,Detroit,Wind,Storm,6.19
2022,Nevada,Flint,Temperature,21-30,9.65
2022,Nevada,Flint,Humidity,31-40,10.58
2022,Nevada,Flint,Wind,11-20,11.03
2022,Nevada,Flint,Temperature,Medium,11.34
2022,Nevada,Flint,Humidity,Low,12.18
2022,Nevada,Flint,Wind,High,14.39
2022,Nevada,Flint,Temperature,Breeze,14.05
2022,Nevada,Flint,Humidity,Calm,16.57
2022,Nevada,Flint,Wind,Storm,17.97
2019,Minnesota,Port Huron,Temperature,21-30,18.78
2019,Minnesota,Port Huron,Humidity,31-40,19.72
2019,Minnesota,Port Huron,Wind,11-20,19.91
2019,Minnesota,Port Huron,Temperature,Medium,21.86
2019,Minnesota,Port Huron,Humidity,Low,22.43
2019,Minnesota,Port Huron,Wind,High,23.33
2019,Minnesota,Port Huron,Temperature,Breeze,22.26
2019,Minnesota,Port Huron,Humidity,Calm,25.06
2019,Minnesota,Port Huron,Wind,Storm,26.14
2016,Michigan,Reno,Temperature,21-30,27.62
2016,Michigan,Reno,Humidity,31-40,25.89
2016,Michigan,Reno,Wind,11-20,20.33
2016,Michigan,Reno,Temperature,Medium,25.82
2016,Michigan,Reno,Humidity,Low,6.09
2016,Michigan,Reno,Wind,High,25.59
2016,Michigan,Reno,Temperature,Breeze,27.28
2016,Michigan,Reno,Humidity,Calm,26.03
2016,Michigan,Reno,Wind,Storm,26.57
2022,Nevada,Las Vegas,Temperature,21-30,27.37
2022,Nevada,Las Vegas,Humidity,31-40,7.17
2022,Nevada,Las Vegas,Wind,11-20,8.06
2022,Nevada,Las Vegas,Temperature,Medium,2.78
2022,Nevada,Las Vegas,Humidity,Low,9.61
2022,Nevada,Las Vegas,Wind,High,9.22
2022,Nevada,Las Vegas,Temperature,Breeze,10.38
2022,Nevada,Las Vegas,Humidity,Calm,0.2
2022,Nevada,Las Vegas,Wind,Storm,11.57
2019,Minnesota,Boulder City,Temperature,21-30,11.53
2019,Minnesota,Boulder City,Humidity,31-40,11.37
2019,Minnesota,Boulder City,Wind,11-20,12.92
2019,Minnesota,Boulder City,Temperature,Medium,12.89
2019,Minnesota,Boulder City,Humidity,Low,3.74
2019,Minnesota,Boulder City,Wind,High,14.69
2019,Minnesota,Boulder City,Temperature,Breeze,15.49
2019,Minnesota,Boulder City,Humidity,Calm,15.25
2019,Minnesota,Boulder City,Wind,Storm,15.75
2016,Michigan,Minneapolis,Temperature,21-30,16.12
2016,Michigan,Minneapolis,Humidity,31-40,0.97
2016,Michigan,Minneapolis,Wind,11-20,17.61
2016,Michigan,Minneapolis,Temperature,Medium,5.46
2016,Michigan,Minneapolis,Humidity,Low,18.83
2016,Michigan,Minneapolis,Wind,High,2.33
2016,Michigan,Minneapolis,Temperature,Breeze,18.35
2016,Michigan,Minneapolis,Humidity,Calm,19.22
2016,Michigan,Minneapolis,Wind,Storm,19.81
2022,Nevada,Rochester,Temperature,21-30,7.13
2022,Nevada,Rochester,Humidity,31-40,20.44
2022,Nevada,Rochester,Wind,11-20,20.95
2022,Nevada,Rochester,Temperature,Medium,21.39
2022,Nevada,Rochester,Humidity,Low,2.15
2022,Nevada,Rochester,Wind,High,22.64
2022,Nevada,Rochester,Temperature,Breeze,2.59
2022,Nevada,Rochester,Humidity,Calm,23.75
2022,Nevada,Rochester,Wind,Storm,25.76
