Gender,Year,Quarter,Event,Severity,Value
Gender,Year,Quarter,Event,Severity,Value
Female,2016,Q2,Traffic,Fatal,96.15
Female,2016,Q2,Drowning,Serious,34.33
Female,2016,Q2,Fire,Slight,69.18
Female,2022,Q3,Traffic,Fatal,39.92
Female,2022,Q3,Drowning,Serious,27.92
Female,2022,Q3,Fire,Slight,71.27
Female,2017,Q2,Traffic,Fatal,42.87
Female,2017,Q2,Drowning,Serious,91.16
Female,2017,Q2,Fire,Slight,45.97
Female,2016,Q3,Traffic,Fatal,20.72
Female,2016,Q3,Drowning,Serious,53.99
Female,2016,Q3,Fire,Slight,86.23
Female,2022,Q2,Traffic,Fatal,23.3
Female,2022,Q2,Drowning,Serious,25.89
Female,2022,Q2,Fire,Slight,91.11
Female,2017,Q3,Traffic,Fatal,93.81
Female,2017,Q3,Drowning,Serious,62.93
Female,2017,Q3,Fire,Slight,95.49
