Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q3,July,Georgia,Washington,3.97
Residential,House,Q4,August,Oregon,Salem,4.45
Residential,House,Q2,December,Georgia,Portland,5.71
Residential,House,Q3,November,Oregon,Washington,4.23
Residential,House,Q4,April,Georgia,Salem,8.51
Residential,House,Q2,June,Oregon,Portland,10.8
Residential,House,Q3,May,Georgia,Washington,10.18
Residential,House,Q4,July,Oregon,Salem,14.63
Residential,House,Q2,August,Georgia,Portland,22.1
Production,Apartment,Q3,July,Georgia,Washington,27.9
Production,Apartment,Q4,August,Oregon,Salem,28.21
Production,Apartment,Q2,December,Georgia,Portland,28.26
Production,Apartment,Q3,November,Oregon,Washington,27.43
Production,Apartment,Q4,April,Georgia,Salem,34.51
Production,Apartment,Q2,June,Oregon,Portland,38.35
Production,Apartment,Q3,May,Georgia,Washington,38.3
Production,Apartment,Q4,July,Oregon,Salem,41.93
Production,Apartment,Q2,August,Georgia,Portland,47.29
Residential,Factory,Q3,July,Georgia,Washington,49.69
Residential,Factory,Q4,August,Oregon,Salem,49.81
Residential,Factory,Q2,December,Georgia,Portland,53.63
Residential,Factory,Q3,November,Oregon,Washington,60.58
Residential,Factory,Q4,April,Georgia,Salem,61.73
Residential,Factory,Q2,June,Oregon,Portland,63.3
Residential,Factory,Q3,May,Georgia,Washington,65.0
Residential,Factory,Q4,July,Oregon,Salem,70.54
Residential,Factory,Q2,August,Georgia,Portland,73.6
Production,Workshop,Q3,July,Georgia,Washington,73.26
Production,Workshop,Q4,August,Oregon,Salem,85.16
Production,Workshop,Q2,December,Georgia,Portland,86.18
Production,Workshop,Q3,November,Oregon,Washington,91.49
Production,Workshop,Q4,April,Georgia,Salem,97.33
Production,Workshop,Q2,June,Oregon,Portland,98.78
Production,Workshop,Q3,May,Georgia,Washington,98.05
Production,Workshop,Q4,July,Oregon,Salem,98.36
Production,Workshop,Q2,August,Georgia,Portland,98.69
