Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Illinois,Springfield,Wind,Storm,2.86
2015,Illinois,Springfield,Humidity,Calm,3.48
2015,Illinois,Springfield,Temperature,Breeze,3.84
2015,Illinois,Springfield,Wind,High,3.2
2015,Illinois,Springfield,Humidity,Low,6.0
2015,Illinois,Springfield,Temperature,Medium,2.32
2015,Illinois,Springfield,Wind,21-30,2.55
2015,Illinois,Springfield,Humidity,11-20,9.0
2015,Illinois,Springfield,Temperature,Storm,10.74
2020,Minnesota,Chicago,Wind,Storm,10.81
2020,Minnesota,Chicago,Humidity,Calm,12.58
2020,Minnesota,Chicago,Temperature,Breeze,12.52
2020,Minnesota,Chicago,Wind,High,14.98
2020,Minnesota,Chicago,Humidity,Low,12.74
2020,Minnesota,Chicago,Temperature,Medium,16.99
2020,Minnesota,Chicago,Wind,21-30,16.18
2020,Minnesota,Chicago,Humidity,11-20,13.74
2020,Minnesota,Chicago,Temperature,Storm,19.5
2017,Oregon,Minneapolis,Wind,Storm,19.31
2017,Oregon,Minneapolis,Humidity,Calm,21.74
2017,Oregon,Minneapolis,Temperature,Breeze,19.77
2017,Oregon,Minneapolis,Wind,High,19.6
2017,Oregon,Minneapolis,Humidity,Low,24.82
2017,Oregon,Minneapolis,Temperature,Medium,25.58
2017,Oregon,Minneapolis,Wind,21-30,26.87
2017,Oregon,Minneapolis,Humidity,11-20,23.02
2017,Oregon,Minneapolis,Temperature,Storm,25.08
2015,Illinois,Rochester,Wind,Storm,24.12
2015,Illinois,Rochester,Humidity,Calm,26.4
2015,Illinois,Rochester,Temperature,Breeze,26.93
2015,Illinois,Rochester,Wind,High,24.37
2015,Illinois,Rochester,Humidity,Low,27.25
2015,Illinois,Rochester,Temperature,Medium,26.19
2015,Illinois,Rochester,Wind,21-30,26.83
2015,Illinois,Rochester,Humidity,11-20,2.78
2015,Illinois,Rochester,Temperature,Storm,9.62
2020,Minnesota,Hastings,Wind,Storm,10.75
2020,Minnesota,Hastings,Humidity,Calm,11.77
2020,Minnesota,Hastings,Temperature,Breeze,11.35
2020,Minnesota,Hastings,Wind,High,12.31
2020,Minnesota,Hastings,Humidity,Low,0.15
2020,Minnesota,Hastings,Temperature,Medium,0.09
2020,Minnesota,Hastings,Wind,21-30,13.7
2020,Minnesota,Hastings,Humidity,11-20,14.43
2020,Minnesota,Hastings,Temperature,Storm,14.76
2017,Oregon,Salem,Wind,Storm,15.56
2017,Oregon,Salem,Humidity,Calm,15.11
2017,Oregon,Salem,Temperature,Breeze,16.22
2017,Oregon,Salem,Wind,High,16.4
2017,Oregon,Salem,Humidity,Low,17.38
2017,Oregon,Salem,Temperature,Medium,18.23
2017,Oregon,Salem,Wind,21-30,19.7
2017,Oregon,Salem,Humidity,11-20,19.99
2017,Oregon,Salem,Temperature,Storm,19.02
2015,Illinois,Redmond,Wind,Storm,20.54
2015,Illinois,Redmond,Humidity,Calm,20.75
2015,Illinois,Redmond,Temperature,Breeze,20.66
2015,Illinois,Redmond,Wind,High,20.59
2015,Illinois,Redmond,Humidity,Low,20.38
2015,Illinois,Redmond,Temperature,Medium,21.98
2015,Illinois,Redmond,Wind,21-30,20.23
2015,Illinois,Redmond,Humidity,11-20,23.93
2015,Illinois,Redmond,Temperature,Storm,23.04
