Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Hospital,Q2,June,Nevada,Boulder City,0.72
Service,Hospital,Q4,May,Nevada,Las Vegas,1.8
Service,Hospital,Q2,October,Nevada,Boulder City,3.19
Service,Hospital,Q4,December,Nevada,Las Vegas,3.89
Service,Hospital,Q2,November,Nevada,Boulder City,5.09
Service,Hospital,Q4,June,Nevada,Las Vegas,8.7
Residential,Library,Q2,June,Nevada,Boulder City,13.57
Residential,Library,Q4,May,Nevada,Las Vegas,14.2
Residential,Library,Q2,October,Nevada,Boulder City,15.23
Residential,Library,Q4,December,Nevada,Las Vegas,16.94
Residential,Library,Q2,November,Nevada,Boulder City,16.93
Residential,Library,Q4,June,Nevada,Las Vegas,23.67
Culture,Administration,Q2,June,Nevada,Boulder City,23.37
Culture,Administration,Q4,May,Nevada,Las Vegas,33.13
Culture,Administration,Q2,October,Nevada,Boulder City,34.5
Culture,Administration,Q4,December,Nevada,Las Vegas,35.14
Culture,Administration,Q2,November,Nevada,Boulder City,37.74
Culture,Administration,Q4,June,Nevada,Las Vegas,38.26
Service,Hotel,Q2,June,Nevada,Boulder City,39.61
Service,Hotel,Q4,May,Nevada,Las Vegas,39.52
Service,Hotel,Q2,October,Nevada,Boulder City,43.4
Service,Hotel,Q4,December,Nevada,Las Vegas,44.24
Service,Hotel,Q2,November,Nevada,Boulder City,46.65
Service,Hotel,Q4,June,Nevada,Las Vegas,46.31
Residential,Apartment,Q2,June,Nevada,Boulder City,53.62
Residential,Apartment,Q4,May,Nevada,Las Vegas,59.52
Residential,Apartment,Q2,October,Nevada,Boulder City,60.38
Residential,Apartment,Q4,December,Nevada,Las Vegas,60.6
Residential,Apartment,Q2,November,Nevada,Boulder City,63.43
Residential,Apartment,Q4,June,Nevada,Las Vegas,64.34
Culture,Concert,Q2,June,Nevada,Boulder City,65.77
Culture,Concert,Q4,May,Nevada,Las Vegas,66.25
Culture,Concert,Q2,October,Nevada,Boulder City,65.49
Culture,Concert,Q4,December,Nevada,Las Vegas,71.33
Culture,Concert,Q2,November,Nevada,Boulder City,71.58
Culture,Concert,Q4,June,Nevada,Las Vegas,71.97
Service,Museum,Q2,June,Nevada,Boulder City,72.05
Service,Museum,Q4,May,Nevada,Las Vegas,74.9
Service,Museum,Q2,October,Nevada,Boulder City,76.93
Service,Museum,Q4,December,Nevada,Las Vegas,76.64
Service,Museum,Q2,November,Nevada,Boulder City,79.93
Service,Museum,Q4,June,Nevada,Las Vegas,82.95
Residential,Theatre,Q2,June,Nevada,Boulder City,82.22
Residential,Theatre,Q4,May,Nevada,Las Vegas,87.04
Residential,Theatre,Q2,October,Nevada,Boulder City,88.32
Residential,Theatre,Q4,December,Nevada,Las Vegas,93.61
Residential,Theatre,Q2,November,Nevada,Boulder City,97.37
Residential,Theatre,Q4,June,Nevada,Las Vegas,98.73
