Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Service,Hospital,Q2,June,California,Berkeley,0.26
Service,Hospital,Q1,May,California,Malibu,1.33
Service,Hospital,Q4,March,California,Berkeley,5.46
Service,Hospital,Q2,February,California,Malibu,6.5
Service,Hospital,Q1,January,California,Berkeley,9.78
Service,Hospital,Q4,December,California,Malibu,13.22
Service,Hospital,Q2,November,California,Berkeley,13.48
Service,Hospital,Q1,October,California,Malibu,16.92
Service,Hospital,Q4,June,California,Berkeley,17.48
Culture,Administration,Q2,June,California,Berkeley,16.71
Culture,Administration,Q1,May,California,Malibu,17.75
Culture,Administration,Q4,March,California,Berkeley,18.26
Culture,Administration,Q2,February,California,Malibu,22.66
Culture,Administration,Q1,January,California,Berkeley,23.39
Culture,Administration,Q4,December,California,Malibu,23.41
Culture,Administration,Q2,November,California,Berkeley,25.14
Culture,Administration,Q1,October,California,Malibu,27.12
Culture,Administration,Q4,June,California,Berkeley,29.4
Residential,Museum,Q2,June,California,Berkeley,30.01
Residential,Museum,Q1,May,California,Malibu,31.61
Residential,Museum,Q4,March,California,Berkeley,32.61
Residential,Museum,Q2,February,California,Malibu,34.15
Residential,Museum,Q1,January,California,Berkeley,35.61
Residential,Museum,Q4,December,California,Malibu,36.29
Residential,Museum,Q2,November,California,Berkeley,38.46
Residential,Museum,Q1,October,California,Malibu,40.23
Residential,Museum,Q4,June,California,Berkeley,40.11
Service,Concert,Q2,June,California,Berkeley,42.46
Service,Concert,Q1,May,California,Malibu,42.19
Service,Concert,Q4,March,California,Berkeley,46.74
Service,Concert,Q2,February,California,Malibu,47.78
Service,Concert,Q1,January,California,Berkeley,48.74
Service,Concert,Q4,December,California,Malibu,46.09
Service,Concert,Q2,November,California,Berkeley,50.71
Service,Concert,Q1,October,California,Malibu,54.55
Service,Concert,Q4,June,California,Berkeley,55.86
Culture,Theatre,Q2,June,California,Berkeley,56.5
Culture,Theatre,Q1,May,California,Malibu,56.48
Culture,Theatre,Q4,March,California,Berkeley,58.43
Culture,Theatre,Q2,February,California,Malibu,58.83
Culture,Theatre,Q1,January,California,Berkeley,57.37
Culture,Theatre,Q4,December,California,Malibu,55.6
Culture,Theatre,Q2,November,California,Berkeley,59.97
Culture,Theatre,Q1,October,California,Malibu,56.17
Culture,Theatre,Q4,June,California,Berkeley,64.11
Residential,House,Q2,June,California,Berkeley,65.22
Residential,House,Q1,May,California,Malibu,60.7
Residential,House,Q4,March,California,Berkeley,67.9
Residential,House,Q2,February,California,Malibu,67.09
Residential,House,Q1,January,California,Berkeley,71.24
Residential,House,Q4,December,California,Malibu,72.89
Residential,House,Q2,November,California,Berkeley,72.6
Residential,House,Q1,October,California,Malibu,75.72
Residential,House,Q4,June,California,Berkeley,76.33
Service,Apartment,Q2,June,California,Berkeley,78.09
Service,Apartment,Q1,May,California,Malibu,79.45
Service,Apartment,Q4,March,California,Berkeley,81.45
Service,Apartment,Q2,February,California,Malibu,82.48
Service,Apartment,Q1,January,California,Berkeley,84.88
Service,Apartment,Q4,December,California,Malibu,86.94
Service,Apartment,Q2,November,California,Berkeley,87.23
Service,Apartment,Q1,October,California,Malibu,87.18
Service,Apartment,Q4,June,California,Berkeley,92.4
Culture,Hotel,Q2,June,California,Berkeley,94.28
Culture,Hotel,Q1,May,California,Malibu,95.21
Culture,Hotel,Q4,March,California,Berkeley,96.24
Culture,Hotel,Q2,February,California,Malibu,96.47
Culture,Hotel,Q1,January,California,Berkeley,96.7
Culture,Hotel,Q4,December,California,Malibu,96.23
Culture,Hotel,Q2,November,California,Berkeley,96.01
Culture,Hotel,Q1,October,California,Malibu,99.39
Culture,Hotel,Q4,June,California,Berkeley,99.74
