Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2019,Georgia,Columbus,Humidity,High,1.32
2019,Georgia,Columbus,Temperature,Medium,5.61
2019,Georgia,Columbus,Humidity,Low,6.67
2019,Georgia,Columbus,Temperature,11-20,7.2
2019,Georgia,Columbus,Humidity,21-30,8.02
2019,Georgia,Columbus,Temperature,High,8.56
2018,Massachusetts,Washington,Humidity,High,8.41
2018,Massachusetts,Washington,Temperature,Medium,11.37
2018,Massachusetts,Washington,Humidity,Low,12.41
2018,Massachusetts,Washington,Temperature,11-20,10.88
2018,Massachusetts,Washington,Humidity,21-30,14.5
2018,Massachusetts,Washington,Temperature,High,10.74
2019,Georgia,Cambridge,Humidity,High,16.74
2019,Georgia,Cambridge,Temperature,Medium,16.28
2019,Georgia,Cambridge,Humidity,Low,17.97
2019,Georgia,Cambridge,Temperature,11-20,19.11
2019,Georgia,Cambridge,Humidity,21-30,20.33
2019,Georgia,Cambridge,Temperature,High,21.89
2018,Massachusetts,Lenox,Humidity,High,20.8
2018,Massachusetts,Lenox,Temperature,Medium,24.01
2018,Massachusetts,Lenox,Humidity,Low,25.62
2018,Massachusetts,Lenox,Temperature,11-20,26.49
2018,Massachusetts,Lenox,Humidity,21-30,27.79
2018,Massachusetts,Lenox,Temperature,High,27.05
