Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,House,Q1,January,Massachusetts,Lenox,8.12
Residential,House,Q4,March,Massachusetts,Boston,15.57
Residential,House,Q1,October,Massachusetts,Lenox,16.82
Residential,House,Q4,November,Massachusetts,Boston,16.19
Production,Apartment,Q1,January,Massachusetts,Lenox,19.15
Production,Apartment,Q4,March,Massachusetts,Boston,21.24
Production,Apartment,Q1,October,Massachusetts,Lenox,21.91
Production,Apartment,Q4,November,Massachusetts,Boston,25.85
Service,Factory,Q1,January,Massachusetts,Lenox,34.56
Service,Factory,Q4,March,Massachusetts,Boston,36.11
Service,Factory,Q1,October,Massachusetts,Lenox,37.62
Service,Factory,Q4,November,Massachusetts,Boston,42.89
Residential,Workshop,Q1,January,Massachusetts,Lenox,46.55
Residential,Workshop,Q4,March,Massachusetts,Boston,58.73
Residential,Workshop,Q1,October,Massachusetts,Lenox,67.55
Residential,Workshop,Q4,November,Massachusetts,Boston,73.4
Production,Hospital,Q1,January,Massachusetts,Lenox,80.02
Production,Hospital,Q4,March,Massachusetts,Boston,81.88
Production,Hospital,Q1,October,Massachusetts,Lenox,81.45
Production,Hospital,Q4,November,Massachusetts,Boston,82.35
Service,Administration,Q1,January,Massachusetts,Lenox,86.4
Service,Administration,Q4,March,Massachusetts,Boston,95.28
Service,Administration,Q1,October,Massachusetts,Lenox,97.1
Service,Administration,Q4,November,Massachusetts,Boston,98.05
