Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,School,Q2,May,4.81
Service,School,Q3,June,5.41
Service,School,Q4,April,8.35
Service,School,Q2,July,9.28
Service,School,Q3,August,10.31
Service,School,Q4,December,11.91
Service,School,Q2,October,10.67
Service,School,Q3,May,13.39
Service,School,Q4,June,14.18
Production,Administration,Q2,May,15.01
Production,Administration,Q3,June,17.71
Production,Administration,Q4,April,19.9
Production,Administration,Q2,July,24.76
Production,Administration,Q3,August,26.41
Production,Administration,Q4,December,26.07
Production,Administration,Q2,October,26.76
Production,Administration,Q3,May,29.65
Production,Administration,Q4,June,30.64
Culture,Factory,Q2,May,31.72
Culture,Factory,Q3,June,30.4
Culture,Factory,Q4,April,33.92
Culture,Factory,Q2,July,33.53
Culture,Factory,Q3,August,27.65
Culture,Factory,Q4,December,38.76
Culture,Factory,Q2,October,38.03
Culture,Factory,Q3,May,41.03
Culture,Factory,Q4,June,43.09
Service,Workshop,Q2,May,52.55
Service,Workshop,Q3,June,53.86
Service,Workshop,Q4,April,54.69
Service,Workshop,Q2,July,55.62
Service,Workshop,Q3,August,54.85
Service,Workshop,Q4,December,57.38
Service,Workshop,Q2,October,58.17
Service,Workshop,Q3,May,58.59
Service,Workshop,Q4,June,60.79
Production,Museum,Q2,May,61.93
Production,Museum,Q3,June,60.43
Production,Museum,Q4,April,60.01
Production,Museum,Q2,July,64.87
Production,Museum,Q3,August,64.38
Production,Museum,Q4,December,67.54
Production,Museum,Q2,October,68.95
Production,Museum,Q3,May,67.58
Production,Museum,Q4,June,71.8
Culture,Theatre,Q2,May,74.0
Culture,Theatre,Q3,June,76.5
Culture,Theatre,Q4,April,77.18
Culture,Theatre,Q2,July,78.9
Culture,Theatre,Q3,August,77.66
Culture,Theatre,Q4,December,83.84
Culture,Theatre,Q2,October,84.55
Culture,Theatre,Q3,May,85.08
Culture,Theatre,Q4,June,84.48
Service,Concert,Q2,May,91.71
Service,Concert,Q3,June,92.46
Service,Concert,Q4,April,94.09
Service,Concert,Q2,July,94.93
Service,Concert,Q3,August,96.84
Service,Concert,Q4,December,97.58
Service,Concert,Q2,October,94.44
Service,Concert,Q3,May,99.48
Service,Concert,Q4,June,99.37
