Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Hotel,Q1,January,Maryland,Columbia,3.48
Residential,Hotel,Q3,February,Maryland,Aberdeen,4.06
Residential,Hotel,Q1,March,Maryland,Columbia,6.37
Residential,Hotel,Q3,September,Maryland,Aberdeen,7.78
Residential,Hotel,Q1,August,Maryland,Columbia,8.13
Residential,Hotel,Q3,July,Maryland,Aberdeen,8.85
Culture,House,Q1,January,Maryland,Columbia,8.61
Culture,House,Q3,February,Maryland,Aberdeen,21.47
Culture,House,Q1,March,Maryland,Columbia,22.52
Culture,House,Q3,September,Maryland,Aberdeen,21.34
Culture,House,Q1,August,Maryland,Columbia,21.57
Culture,House,Q3,July,Maryland,Aberdeen,25.45
Production,Apartment,Q1,January,Maryland,Columbia,24.36
Production,Apartment,Q3,February,Maryland,Aberdeen,33.12
Production,Apartment,Q1,March,Maryland,Columbia,37.97
Production,Apartment,Q3,September,Maryland,Aberdeen,38.86
Production,Apartment,Q1,August,Maryland,Columbia,38.91
Production,Apartment,Q3,July,Maryland,Aberdeen,44.92
Residential,Theatre,Q1,January,Maryland,Columbia,45.33
Residential,Theatre,Q3,February,Maryland,Aberdeen,46.06
Residential,Theatre,Q1,March,Maryland,Columbia,44.46
Residential,Theatre,Q3,September,Maryland,Aberdeen,50.03
Residential,Theatre,Q1,August,Maryland,Columbia,51.39
Residential,Theatre,Q3,July,Maryland,Aberdeen,50.35
Culture,Museum,Q1,January,Maryland,Columbia,57.13
Culture,Museum,Q3,February,Maryland,Aberdeen,58.48
Culture,Museum,Q1,March,Maryland,Columbia,59.38
Culture,Museum,Q3,September,Maryland,Aberdeen,61.18
Culture,Museum,Q1,August,Maryland,Columbia,62.56
Culture,Museum,Q3,July,Maryland,Aberdeen,63.82
Production,Factory,Q1,January,Maryland,Columbia,62.39
Production,Factory,Q3,February,Maryland,Aberdeen,64.38
Production,Factory,Q1,March,Maryland,Columbia,67.51
Production,Factory,Q3,September,Maryland,Aberdeen,73.95
Production,Factory,Q1,August,Maryland,Columbia,75.48
Production,Factory,Q3,July,Maryland,Aberdeen,77.87
Residential,Workshop,Q1,January,Maryland,Columbia,78.57
Residential,Workshop,Q3,February,Maryland,Aberdeen,79.73
Residential,Workshop,Q1,March,Maryland,Columbia,81.43
Residential,Workshop,Q3,September,Maryland,Aberdeen,81.28
Residential,Workshop,Q1,August,Maryland,Columbia,91.72
Residential,Workshop,Q3,July,Maryland,Aberdeen,99.74
