Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Factory,Q4,December,2.57
Production,Factory,Q1,October,5.24
Production,Factory,Q2,November,6.08
Production,Factory,Q4,March,7.28
Production,Factory,Q1,January,7.82
Production,Factory,Q2,June,6.03
Production,Factory,Q4,May,8.44
Production,Factory,Q1,December,10.43
Production,Factory,Q2,October,13.73
Service,Workshop,Q4,December,14.79
Service,Workshop,Q1,October,15.45
Service,Workshop,Q2,November,19.32
Service,Workshop,Q4,March,20.72
Service,Workshop,Q1,January,24.08
Service,Workshop,Q2,June,27.87
Service,Workshop,Q4,May,28.97
Service,Workshop,Q1,December,29.47
Service,Workshop,Q2,October,30.26
Residential,Library,Q4,December,32.8
Residential,Library,Q1,October,34.37
Residential,Library,Q2,November,34.22
Residential,Library,Q4,March,41.5
Residential,Library,Q1,January,42.35
Residential,Library,Q2,June,43.04
Residential,Library,Q4,May,45.0
Residential,Library,Q1,December,47.77
Residential,Library,Q2,October,49.06
Production,Hospital,Q4,December,49.13
Production,Hospital,Q1,October,52.01
Production,Hospital,Q2,November,57.0
Production,Hospital,Q4,March,60.9
Production,Hospital,Q1,January,60.17
Production,Hospital,Q2,June,62.48
Production,Hospital,Q4,May,62.05
Production,Hospital,Q1,December,66.64
Production,Hospital,Q2,October,66.0
Service,Apartment,Q4,December,67.69
Service,Apartment,Q1,October,69.88
Service,Apartment,Q2,November,70.86
Service,Apartment,Q4,March,70.87
Service,Apartment,Q1,January,76.02
Service,Apartment,Q2,June,79.18
Service,Apartment,Q4,May,80.18
Service,Apartment,Q1,December,81.78
Service,Apartment,Q2,October,83.93
Residential,Hotel,Q4,December,84.7
Residential,Hotel,Q1,October,86.64
Residential,Hotel,Q2,November,87.02
Residential,Hotel,Q4,March,87.19
Residential,Hotel,Q1,January,87.47
Residential,Hotel,Q2,June,87.48
Residential,Hotel,Q4,May,89.39
Residential,Hotel,Q1,December,98.38
Residential,Hotel,Q2,October,99.09
