Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Production,Workshop,Q4,November,5.7
Production,Workshop,Q3,October,10.74
Production,Workshop,Q2,September,11.64
Production,Workshop,Q4,July,11.63
Production,Workshop,Q3,August,17.04
Production,Workshop,Q2,April,17.75
Production,Workshop,Q4,June,18.58
Production,Workshop,Q3,November,22.96
Production,Workshop,Q2,October,24.75
Residential,Factory,Q4,November,28.59
Residential,Factory,Q3,October,29.3
Residential,Factory,Q2,September,32.58
Residential,Factory,Q4,July,34.3
Residential,Factory,Q3,August,37.58
Residential,Factory,Q2,April,38.71
Residential,Factory,Q4,June,39.59
Residential,Factory,Q3,November,40.29
Residential,Factory,Q2,October,43.39
Production,Apartment,Q4,November,44.74
Production,Apartment,Q3,October,46.26
Production,Apartment,Q2,September,47.1
Production,Apartment,Q4,July,48.55
Production,Apartment,Q3,August,52.91
Production,Apartment,Q2,April,56.35
Production,Apartment,Q4,June,59.85
Production,Apartment,Q3,November,60.7
Production,Apartment,Q2,October,59.53
Residential,Hotel,Q4,November,63.58
Residential,Hotel,Q3,October,64.23
Residential,Hotel,Q2,September,66.28
Residential,Hotel,Q4,July,69.35
Residential,Hotel,Q3,August,70.53
Residential,Hotel,Q2,April,76.12
Residential,Hotel,Q4,June,82.5
Residential,Hotel,Q3,November,83.77
Residential,Hotel,Q2,October,82.23
Production,House,Q4,November,88.05
Production,House,Q3,October,90.87
Production,House,Q2,September,92.92
Production,House,Q4,July,93.87
Production,House,Q3,August,94.99
Production,House,Q2,April,96.95
Production,House,Q4,June,96.63
Production,House,Q3,November,98.12
Production,House,Q2,October,99.74
