Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Maryland,Aberdeen,Temperature,21-30,1.13
2015,Maryland,Aberdeen,Humidity,0-10,2.87
2015,Maryland,Aberdeen,Temperature,11-20,3.26
2015,Maryland,Aberdeen,Humidity,High,2.13
2015,Maryland,Aberdeen,Temperature,Low,5.71
2015,Maryland,Aberdeen,Humidity,Medium,1.56
2020,Georgia,Columbia,Temperature,21-30,7.9
2020,Georgia,Columbia,Humidity,0-10,7.01
2020,Georgia,Columbia,Temperature,11-20,9.87
2020,Georgia,Columbia,Humidity,High,10.48
2020,Georgia,Columbia,Temperature,Low,11.87
2020,Georgia,Columbia,Humidity,Medium,10.44
2015,Nevada,Columbus,Temperature,21-30,9.24
2015,Nevada,Columbus,Humidity,0-10,12.92
2015,Nevada,Columbus,Temperature,11-20,15.8
2015,Nevada,Columbus,Humidity,High,16.38
2015,Nevada,Columbus,Temperature,Low,12.8
2015,Nevada,Columbus,Humidity,Medium,11.04
2020,Maryland,Albany,Temperature,21-30,18.71
2020,Maryland,Albany,Humidity,0-10,16.17
2020,Maryland,Albany,Temperature,11-20,14.35
2020,Maryland,Albany,Humidity,High,22.45
2020,Maryland,Albany,Temperature,Low,23.6
2020,Maryland,Albany,Humidity,Medium,23.1
2015,Georgia,Reno,Temperature,21-30,23.84
2015,Georgia,Reno,Humidity,0-10,23.06
2015,Georgia,Reno,Temperature,11-20,25.05
2015,Georgia,Reno,Humidity,High,25.46
2015,Georgia,Reno,Temperature,Low,24.31
2015,Georgia,Reno,Humidity,Medium,22.85
2020,Nevada,Las Vegas,Temperature,21-30,22.58
2020,Nevada,Las Vegas,Humidity,0-10,8.32
2020,Nevada,Las Vegas,Temperature,11-20,9.14
2020,Nevada,Las Vegas,Humidity,High,10.63
2020,Nevada,Las Vegas,Temperature,Low,1.78
2020,Nevada,Las Vegas,Humidity,Medium,11.41
2015,Maryland,Boulder City,Temperature,21-30,11.55
2015,Maryland,Boulder City,Humidity,0-10,16.69
2015,Maryland,Boulder City,Temperature,11-20,7.61
2015,Maryland,Boulder City,Humidity,High,20.98
2015,Maryland,Boulder City,Temperature,Low,1.98
2015,Maryland,Boulder City,Humidity,Medium,3.08
