State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,Soil,Inferior Irrigation,2.76
Oregon,Redmond,Air,Industrial,5.15
Oregon,Redmond,Water,Light,6.97
Oregon,Redmond,Soil,Thermal,17.82
Oregon,Redmond,Air,Noise,19.09
Oregon,Redmond,Water,Groundwater,21.51
Oregon,Redmond,Soil,Oxygen-depletion,26.75
Oregon,Redmond,Air,Surface water,30.34
Oregon,Redmond,Water,Inferior Irrigation,-94.4
Nevada,Salem,Soil,Inferior Irrigation,37.38
Nevada,Salem,Air,Industrial,37.07
Nevada,Salem,Water,Light,-83.36
Nevada,Salem,Soil,Thermal,-82.09
Nevada,Salem,Air,Noise,-81.07
Nevada,Salem,Water,Groundwater,48.07
Nevada,Salem,Soil,Oxygen-depletion,-79.51
Nevada,Salem,Air,Surface water,-81.4
Nevada,Salem,Water,Inferior Irrigation,-77.69
Oregon,Reno,Soil,Inferior Irrigation,-77.23
Oregon,Reno,Air,Industrial,-75.39
Oregon,Reno,Water,Light,-81.03
Oregon,Reno,Soil,Thermal,59.65
Oregon,Reno,Air,Noise,-67.01
Oregon,Reno,Water,Groundwater,63.63
Oregon,Reno,Soil,Oxygen-depletion,0.1
Oregon,Reno,Air,Surface water,-63.76
Oregon,Reno,Water,Inferior Irrigation,-61.23
Nevada,Boulder City,Soil,Inferior Irrigation,-59.12
Nevada,Boulder City,Air,Industrial,-56.36
Nevada,Boulder City,Water,Light,73.09
Nevada,Boulder City,Soil,Thermal,74.52
Nevada,Boulder City,Air,Noise,74.96
Nevada,Boulder City,Water,Groundwater,-52.75
Nevada,Boulder City,Soil,Oxygen-depletion,-3.03
Nevada,Boulder City,Air,Surface water,-43.87
Nevada,Boulder City,Water,Inferior Irrigation,95.6
Oregon,Las Vegas,Soil,Inferior Irrigation,-32.59
Oregon,Las Vegas,Air,Industrial,98.09
Oregon,Las Vegas,Water,Light,-19.26
Oregon,Las Vegas,Soil,Thermal,-12.27
Oregon,Las Vegas,Air,Noise,-12.59
Oregon,Las Vegas,Water,Groundwater,-9.48
Oregon,Las Vegas,Soil,Oxygen-depletion,-8.97
Oregon,Las Vegas,Air,Surface water,-5.1
Oregon,Las Vegas,Water,Inferior Irrigation,-3.91
