Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Museum,Q4,December,Maryland,Columbia,0.75
Culture,Museum,Q3,November,Maryland,Columbia,1.13
Culture,Museum,Q2,October,Maryland,Columbia,2.93
Culture,Museum,Q4,July,Maryland,Columbia,3.06
Culture,Museum,Q3,September,Maryland,Columbia,3.79
Culture,Museum,Q2,August,Maryland,Columbia,3.57
Culture,Museum,Q4,May,Maryland,Columbia,6.16
Culture,Museum,Q3,April,Maryland,Columbia,10.7
Culture,Museum,Q2,December,Maryland,Columbia,11.28
Residential,Theatre,Q4,December,Maryland,Columbia,13.57
Residential,Theatre,Q3,November,Maryland,Columbia,13.4
Residential,Theatre,Q2,October,Maryland,Columbia,17.07
Residential,Theatre,Q4,July,Maryland,Columbia,17.01
Residential,Theatre,Q3,September,Maryland,Columbia,19.32
Residential,Theatre,Q2,August,Maryland,Columbia,20.37
Residential,Theatre,Q4,May,Maryland,Columbia,19.53
Residential,Theatre,Q3,April,Maryland,Columbia,25.27
Residential,Theatre,Q2,December,Maryland,Columbia,28.64
Service,Concert,Q4,December,Maryland,Columbia,29.89
Service,Concert,Q3,November,Maryland,Columbia,33.55
Service,Concert,Q2,October,Maryland,Columbia,34.07
Service,Concert,Q4,July,Maryland,Columbia,33.88
Service,Concert,Q3,September,Maryland,Columbia,36.83
Service,Concert,Q2,August,Maryland,Columbia,37.95
Service,Concert,Q4,May,Maryland,Columbia,38.0
Service,Concert,Q3,April,Maryland,Columbia,34.69
Service,Concert,Q2,December,Maryland,Columbia,40.74
Culture,Apartment,Q4,December,Maryland,Columbia,40.15
Culture,Apartment,Q3,November,Maryland,Columbia,41.59
Culture,Apartment,Q2,October,Maryland,Columbia,43.13
Culture,Apartment,Q4,July,Maryland,Columbia,44.25
Culture,Apartment,Q3,September,Maryland,Columbia,43.84
Culture,Apartment,Q2,August,Maryland,Columbia,45.79
Culture,Apartment,Q4,May,Maryland,Columbia,47.07
Culture,Apartment,Q3,April,Maryland,Columbia,48.56
Culture,Apartment,Q2,December,Maryland,Columbia,49.18
Residential,Hotel,Q4,December,Maryland,Columbia,48.63
Residential,Hotel,Q3,November,Maryland,Columbia,42.81
Residential,Hotel,Q2,October,Maryland,Columbia,52.48
Residential,Hotel,Q4,July,Maryland,Columbia,45.69
Residential,Hotel,Q3,September,Maryland,Columbia,54.0
Residential,Hotel,Q2,August,Maryland,Columbia,54.01
Residential,Hotel,Q4,May,Maryland,Columbia,56.56
Residential,Hotel,Q3,April,Maryland,Columbia,54.89
Residential,Hotel,Q2,December,Maryland,Columbia,57.32
Service,House,Q4,December,Maryland,Columbia,58.41
Service,House,Q3,November,Maryland,Columbia,59.16
Service,House,Q2,October,Maryland,Columbia,60.14
Service,House,Q4,July,Maryland,Columbia,61.02
Service,House,Q3,September,Maryland,Columbia,58.45
Service,House,Q2,August,Maryland,Columbia,62.58
Service,House,Q4,May,Maryland,Columbia,64.69
Service,House,Q3,April,Maryland,Columbia,65.44
Service,House,Q2,December,Maryland,Columbia,66.74
Culture,Library,Q4,December,Maryland,Columbia,68.04
Culture,Library,Q3,November,Maryland,Columbia,69.03
Culture,Library,Q2,October,Maryland,Columbia,69.12
Culture,Library,Q4,July,Maryland,Columbia,71.74
Culture,Library,Q3,September,Maryland,Columbia,74.38
Culture,Library,Q2,August,Maryland,Columbia,75.07
Culture,Library,Q4,May,Maryland,Columbia,76.57
Culture,Library,Q3,April,Maryland,Columbia,76.36
Culture,Library,Q2,December,Maryland,Columbia,75.34
Residential,School,Q4,December,Maryland,Columbia,80.63
Residential,School,Q3,November,Maryland,Columbia,82.8
Residential,School,Q2,October,Maryland,Columbia,84.1
Residential,School,Q4,July,Maryland,Columbia,86.86
Residential,School,Q3,September,Maryland,Columbia,89.62
Residential,School,Q2,August,Maryland,Columbia,90.44
Residential,School,Q4,May,Maryland,Columbia,92.1
Residential,School,Q3,April,Maryland,Columbia,93.91
Residential,School,Q2,December,Maryland,Columbia,94.92
Service,Hospital,Q4,December,Maryland,Columbia,94.06
Service,Hospital,Q3,November,Maryland,Columbia,94.55
Service,Hospital,Q2,October,Maryland,Columbia,97.14
Service,Hospital,Q4,July,Maryland,Columbia,95.86
Service,Hospital,Q3,September,Maryland,Columbia,99.98
Service,Hospital,Q2,August,Maryland,Columbia,42.6
Service,Hospital,Q4,May,Maryland,Columbia,42.38
Service,Hospital,Q3,April,Maryland,Columbia,50.25
Service,Hospital,Q2,December,Maryland,Columbia,0.14
