Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2018,Michigan,Port Huron,Wind,Breeze,1.89
2018,Michigan,Port Huron,Temperature,Storm,2.82
2018,Michigan,Port Huron,Wind,31-40,4.83
2018,Michigan,Port Huron,Temperature,21-30,5.08
2018,Michigan,Port Huron,Wind,0-10,5.94
2018,Michigan,Port Huron,Temperature,Breeze,6.99
2015,Nevada,Detroit,Wind,Breeze,8.64
2015,Nevada,Detroit,Temperature,Storm,6.17
2015,Nevada,Detroit,Wind,31-40,10.12
2015,Nevada,Detroit,Temperature,21-30,12.48
2015,Nevada,Detroit,Wind,0-10,14.29
2015,Nevada,Detroit,Temperature,Breeze,15.45
2018,Michigan,Boulder City,Wind,Breeze,16.81
2018,Michigan,Boulder City,Temperature,Storm,17.5
2018,Michigan,Boulder City,Wind,31-40,14.58
2018,Michigan,Boulder City,Temperature,21-30,21.75
2018,Michigan,Boulder City,Wind,0-10,22.65
2018,Michigan,Boulder City,Temperature,Breeze,23.19
2015,Nevada,Las Vegas,Wind,Breeze,24.23
2015,Nevada,Las Vegas,Temperature,Storm,24.99
2015,Nevada,Las Vegas,Wind,31-40,26.05
2015,Nevada,Las Vegas,Temperature,21-30,25.94
2015,Nevada,Las Vegas,Wind,0-10,24.17
2015,Nevada,Las Vegas,Temperature,Breeze,23.67
