Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Theatre,Q4,December,1.75
Culture,Theatre,Q2,November,4.64
Culture,Theatre,Q3,April,5.16
Culture,Theatre,Q4,May,7.9
Culture,Theatre,Q2,June,7.25
Culture,Theatre,Q3,August,28.72
Culture,Theatre,Q4,July,18.31
Culture,Theatre,Q2,September,19.82
Culture,Theatre,Q3,December,29.66
Production,Concert,Q4,December,23.87
Production,Concert,Q2,November,24.68
Production,Concert,Q3,April,23.48
Production,Concert,Q4,May,24.15
Production,Concert,Q2,June,25.06
Production,Concert,Q3,August,28.42
Production,Concert,Q4,July,29.91
Production,Concert,Q2,September,30.85
Production,Concert,Q3,December,31.63
Residential,Museum,Q4,December,30.62
Residential,Museum,Q2,November,33.9
Residential,Museum,Q3,April,33.95
Residential,Museum,Q4,May,35.53
Residential,Museum,Q2,June,36.79
Residential,Museum,Q3,August,36.96
Residential,Museum,Q4,July,38.59
Residential,Museum,Q2,September,34.11
Residential,Museum,Q3,December,40.06
Culture,Workshop,Q4,December,40.13
Culture,Workshop,Q2,November,41.37
Culture,Workshop,Q3,April,43.06
Culture,Workshop,Q4,May,41.73
Culture,Workshop,Q2,June,45.06
Culture,Workshop,Q3,August,45.68
Culture,Workshop,Q4,July,46.37
Culture,Workshop,Q2,September,48.75
Culture,Workshop,Q3,December,45.46
Production,Factory,Q4,December,50.2
Production,Factory,Q2,November,35.71
Production,Factory,Q3,April,44.78
Production,Factory,Q4,May,50.61
Production,Factory,Q2,June,36.17
Production,Factory,Q3,August,54.15
Production,Factory,Q4,July,57.82
Production,Factory,Q2,September,58.15
Production,Factory,Q3,December,63.7
Residential,Apartment,Q4,December,0.1
Residential,Apartment,Q2,November,65.71
Residential,Apartment,Q3,April,65.49
Residential,Apartment,Q4,May,73.04
Residential,Apartment,Q2,June,74.14
Residential,Apartment,Q3,August,75.13
Residential,Apartment,Q4,July,76.06
Residential,Apartment,Q2,September,77.01
Residential,Apartment,Q3,December,74.01
Culture,Hotel,Q4,December,79.08
Culture,Hotel,Q2,November,79.98
Culture,Hotel,Q3,April,79.87
Culture,Hotel,Q4,May,80.69
Culture,Hotel,Q2,June,83.76
Culture,Hotel,Q3,August,84.57
Culture,Hotel,Q4,July,82.52
Culture,Hotel,Q2,September,87.78
Culture,Hotel,Q3,December,89.93
Production,House,Q4,December,89.43
Production,House,Q2,November,92.54
Production,House,Q3,April,94.65
Production,House,Q4,May,96.93
Production,House,Q2,June,96.57
Production,House,Q3,August,98.9
Production,House,Q4,July,99.09
Production,House,Q2,September,99.47
Production,House,Q3,December,32.66
