State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Nevada,Boulder City,Air,Noise,9.22
Nevada,Boulder City,Soil,Light,15.67
Nevada,Boulder City,Air,Thermal,16.65
Nevada,Boulder City,Soil,Inferior Irrigation,18.78
Nevada,Boulder City,Air,Inorganic Fertilizers,20.8
Nevada,Boulder City,Soil,Noise,24.3
California,Las Vegas,Air,Noise,-95.82
California,Las Vegas,Soil,Light,-94.15
California,Las Vegas,Air,Thermal,34.52
California,Las Vegas,Soil,Inferior Irrigation,-80.52
California,Las Vegas,Air,Inorganic Fertilizers,-80.49
California,Las Vegas,Soil,Noise,-80.36
Maryland,Los-Angeles,Air,Noise,49.91
Maryland,Los-Angeles,Soil,Light,53.08
Maryland,Los-Angeles,Air,Thermal,54.23
Maryland,Los-Angeles,Soil,Inferior Irrigation,-72.18
Maryland,Los-Angeles,Air,Inorganic Fertilizers,-68.8
Maryland,Los-Angeles,Soil,Noise,61.56
Nevada,Malibu,Air,Noise,-67.87
Nevada,Malibu,Soil,Light,66.34
Nevada,Malibu,Air,Thermal,-59.08
Nevada,Malibu,Soil,Inferior Irrigation,-58.33
Nevada,Malibu,Air,Inorganic Fertilizers,74.57
Nevada,Malibu,Soil,Noise,-49.75
California,Columbia,Air,Noise,-48.42
California,Columbia,Soil,Light,-47.93
California,Columbia,Air,Thermal,83.15
California,Columbia,Soil,Inferior Irrigation,91.12
California,Columbia,Air,Inorganic Fertilizers,93.12
California,Columbia,Soil,Noise,-35.74
Maryland,Aberdeen,Air,Noise,-29.05
Maryland,Aberdeen,Soil,Light,-28.35
Maryland,Aberdeen,Air,Thermal,-22.3
Maryland,Aberdeen,Soil,Inferior Irrigation,-11.73
Maryland,Aberdeen,Air,Inorganic Fertilizers,-10.82
Maryland,Aberdeen,Soil,Noise,-4.48
