Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Hospital,Q3,August,0.96
Service,Hospital,Q1,September,3.27
Service,Hospital,Q3,July,6.79
Service,Hospital,Q1,February,8.14
Service,Hospital,Q3,March,9.23
Service,Hospital,Q1,August,20.52
Culture,School,Q3,August,21.57
Culture,School,Q1,September,23.96
Culture,School,Q3,July,26.29
Culture,School,Q1,February,34.96
Culture,School,Q3,March,39.21
Culture,School,Q1,August,47.71
Service,Library,Q3,August,50.83
Service,Library,Q1,September,52.1
Service,Library,Q3,July,53.08
Service,Library,Q1,February,63.56
Service,Library,Q3,March,64.77
Service,Library,Q1,August,67.79
Culture,Theatre,Q3,August,67.95
Culture,Theatre,Q1,September,71.05
Culture,Theatre,Q3,July,72.74
Culture,Theatre,Q1,February,75.72
Culture,Theatre,Q3,March,77.74
Culture,Theatre,Q1,August,78.28
Service,Concert,Q3,August,79.47
Service,Concert,Q1,September,80.61
Service,Concert,Q3,July,84.42
Service,Concert,Q1,February,90.89
Service,Concert,Q3,March,95.95
Service,Concert,Q1,August,96.52
