Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q1,March,1.41
Culture,Concert,Q3,February,3.98
Culture,Concert,Q4,January,4.91
Culture,Concert,Q1,September,5.68
Culture,Concert,Q3,August,10.71
Culture,Concert,Q4,October,11.99
Culture,Concert,Q1,December,11.42
Culture,Concert,Q3,November,14.51
Culture,Concert,Q4,March,14.89
Production,Theatre,Q1,March,15.9
Production,Theatre,Q3,February,17.1
Production,Theatre,Q4,January,18.29
Production,Theatre,Q1,September,17.72
Production,Theatre,Q3,August,20.54
Production,Theatre,Q4,October,16.31
Production,Theatre,Q1,December,26.06
Production,Theatre,Q3,November,28.35
Production,Theatre,Q4,March,29.94
Culture,Museum,Q1,March,30.85
Culture,Museum,Q3,February,35.22
Culture,Museum,Q4,January,41.67
Culture,Museum,Q1,September,41.26
Culture,Museum,Q3,August,41.99
Culture,Museum,Q4,October,45.59
Culture,Museum,Q1,December,50.49
Culture,Museum,Q3,November,53.57
Culture,Museum,Q4,March,55.03
Production,Factory,Q1,March,56.02
Production,Factory,Q3,February,60.19
Production,Factory,Q4,January,63.45
Production,Factory,Q1,September,64.51
Production,Factory,Q3,August,64.63
Production,Factory,Q4,October,64.25
Production,Factory,Q1,December,64.5
Production,Factory,Q3,November,68.52
Production,Factory,Q4,March,67.58
Culture,Workshop,Q1,March,74.1
Culture,Workshop,Q3,February,80.16
Culture,Workshop,Q4,January,83.31
Culture,Workshop,Q1,September,84.38
Culture,Workshop,Q3,August,88.29
Culture,Workshop,Q4,October,90.86
Culture,Workshop,Q1,December,92.54
Culture,Workshop,Q3,November,95.17
Culture,Workshop,Q4,March,97.05
