Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q1,Cereals,Rice,480.98
Export,2016,Q1,Dairy,Wheat,449.27
Export,2016,Q1,Cereals,Milk,567.17
Export,2016,Q1,Dairy,Cream,41.21
Export,2017,Q1,Cereals,Rice,301.17
Export,2017,Q1,Dairy,Wheat,271.89
Export,2017,Q1,Cereals,Milk,16.3
Export,2017,Q1,Dairy,Cream,722.01
Export,2016,Q1,Cereals,Rice,308.42
Export,2016,Q1,Dairy,Wheat,533.92
Export,2016,Q1,Cereals,Milk,116.84
Export,2016,Q1,Dairy,Cream,663.74
Export,2017,Q1,Cereals,Rice,312.4
Export,2017,Q1,Dairy,Wheat,820.49
Export,2017,Q1,Cereals,Milk,796.49
Export,2017,Q1,Dairy,Cream,766.26
