Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Factory,Q4,December,Massachusetts,Lenox,0.47
Production,Factory,Q3,October,Massachusetts,Boston,0.13
Production,Factory,Q1,November,Massachusetts,Lenox,2.08
Production,Factory,Q4,August,Massachusetts,Boston,2.61
Production,Factory,Q3,September,Massachusetts,Lenox,4.97
Production,Factory,Q1,July,Massachusetts,Boston,4.31
Production,Factory,Q4,January,Massachusetts,Lenox,9.21
Production,Factory,Q3,March,Massachusetts,Boston,10.12
Production,Factory,Q1,February,Massachusetts,Lenox,9.82
Residential,Workshop,Q4,December,Massachusetts,Lenox,10.23
Residential,Workshop,Q3,October,Massachusetts,Boston,13.8
Residential,Workshop,Q1,November,Massachusetts,Lenox,14.11
Residential,Workshop,Q4,August,Massachusetts,Boston,14.26
Residential,Workshop,Q3,September,Massachusetts,Lenox,16.52
Residential,Workshop,Q1,July,Massachusetts,Boston,11.35
Residential,Workshop,Q4,January,Massachusetts,Lenox,16.2
Residential,Workshop,Q3,March,Massachusetts,Boston,19.98
Residential,Workshop,Q1,February,Massachusetts,Lenox,20.66
Culture,Apartment,Q4,December,Massachusetts,Lenox,21.75
Culture,Apartment,Q3,October,Massachusetts,Boston,13.5
Culture,Apartment,Q1,November,Massachusetts,Lenox,23.7
Culture,Apartment,Q4,August,Massachusetts,Boston,24.02
Culture,Apartment,Q3,September,Massachusetts,Lenox,25.49
Culture,Apartment,Q1,July,Massachusetts,Boston,25.99
Culture,Apartment,Q4,January,Massachusetts,Lenox,27.58
Culture,Apartment,Q3,March,Massachusetts,Boston,32.65
Culture,Apartment,Q1,February,Massachusetts,Lenox,32.24
Production,Hotel,Q4,December,Massachusetts,Lenox,33.61
Production,Hotel,Q3,October,Massachusetts,Boston,32.81
Production,Hotel,Q1,November,Massachusetts,Lenox,36.26
Production,Hotel,Q4,August,Massachusetts,Boston,35.9
Production,Hotel,Q3,September,Massachusetts,Lenox,39.86
Production,Hotel,Q1,July,Massachusetts,Boston,41.76
Production,Hotel,Q4,January,Massachusetts,Lenox,42.79
Production,Hotel,Q3,March,Massachusetts,Boston,42.95
Production,Hotel,Q1,February,Massachusetts,Lenox,44.07
Residential,House,Q4,December,Massachusetts,Lenox,45.62
Residential,House,Q3,October,Massachusetts,Boston,45.0
Residential,House,Q1,November,Massachusetts,Lenox,47.41
Residential,House,Q4,August,Massachusetts,Boston,46.81
Residential,House,Q3,September,Massachusetts,Lenox,43.72
Residential,House,Q1,July,Massachusetts,Boston,52.5
Residential,House,Q4,January,Massachusetts,Lenox,52.88
Residential,House,Q3,March,Massachusetts,Boston,57.6
Residential,House,Q1,February,Massachusetts,Lenox,59.36
Culture,Concert,Q4,December,Massachusetts,Lenox,60.12
Culture,Concert,Q3,October,Massachusetts,Boston,61.04
Culture,Concert,Q1,November,Massachusetts,Lenox,62.56
Culture,Concert,Q4,August,Massachusetts,Boston,61.98
Culture,Concert,Q3,September,Massachusetts,Lenox,65.82
Culture,Concert,Q1,July,Massachusetts,Boston,68.39
Culture,Concert,Q4,January,Massachusetts,Lenox,70.56
Culture,Concert,Q3,March,Massachusetts,Boston,71.92
Culture,Concert,Q1,February,Massachusetts,Lenox,71.52
Production,Theatre,Q4,December,Massachusetts,Lenox,77.81
Production,Theatre,Q3,October,Massachusetts,Boston,77.78
Production,Theatre,Q1,November,Massachusetts,Lenox,79.29
Production,Theatre,Q4,August,Massachusetts,Boston,80.25
Production,Theatre,Q3,September,Massachusetts,Lenox,79.68
Production,Theatre,Q1,July,Massachusetts,Boston,82.87
Production,Theatre,Q4,January,Massachusetts,Lenox,82.29
Production,Theatre,Q3,March,Massachusetts,Boston,82.42
Production,Theatre,Q1,February,Massachusetts,Lenox,85.71
Residential,Museum,Q4,December,Massachusetts,Lenox,86.95
Residential,Museum,Q3,October,Massachusetts,Boston,87.54
Residential,Museum,Q1,November,Massachusetts,Lenox,88.12
Residential,Museum,Q4,August,Massachusetts,Boston,82.68
Residential,Museum,Q3,September,Massachusetts,Lenox,93.19
Residential,Museum,Q1,July,Massachusetts,Boston,94.66
Residential,Museum,Q4,January,Massachusetts,Lenox,94.33
Residential,Museum,Q3,March,Massachusetts,Boston,97.85
Residential,Museum,Q1,February,Massachusetts,Lenox,99.11
