Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q2,April,Massachusetts,Cambridge,0.61
Production,Workshop,Q3,June,Maryland,Boston,5.13
Production,Workshop,Q4,July,Massachusetts,Columbia,6.73
Production,Workshop,Q2,September,Maryland,Aberdeen,7.29
Production,Workshop,Q3,August,Massachusetts,Cambridge,7.7
Production,Workshop,Q4,December,Maryland,Boston,8.22
Production,Workshop,Q2,October,Massachusetts,Columbia,14.32
Production,Workshop,Q3,November,Maryland,Aberdeen,17.86
Production,Workshop,Q4,April,Massachusetts,Cambridge,19.05
Residential,Factory,Q2,April,Massachusetts,Cambridge,22.51
Residential,Factory,Q3,June,Maryland,Boston,22.33
Residential,Factory,Q4,July,Massachusetts,Columbia,24.44
Residential,Factory,Q2,September,Maryland,Aberdeen,26.34
Residential,Factory,Q3,August,Massachusetts,Cambridge,26.82
Residential,Factory,Q4,December,Maryland,Boston,27.05
Residential,Factory,Q2,October,Massachusetts,Columbia,28.72
Residential,Factory,Q3,November,Maryland,Aberdeen,31.61
Residential,Factory,Q4,April,Massachusetts,Cambridge,35.66
Production,Apartment,Q2,April,Massachusetts,Cambridge,36.31
Production,Apartment,Q3,June,Maryland,Boston,40.47
Production,Apartment,Q4,July,Massachusetts,Columbia,46.61
Production,Apartment,Q2,September,Maryland,Aberdeen,49.44
Production,Apartment,Q3,August,Massachusetts,Cambridge,51.33
Production,Apartment,Q4,December,Maryland,Boston,51.16
Production,Apartment,Q2,October,Massachusetts,Columbia,53.72
Production,Apartment,Q3,November,Maryland,Aberdeen,53.86
Production,Apartment,Q4,April,Massachusetts,Cambridge,51.63
Residential,House,Q2,April,Massachusetts,Cambridge,57.66
Residential,House,Q3,June,Maryland,Boston,58.14
Residential,House,Q4,July,Massachusetts,Columbia,59.93
Residential,House,Q2,September,Maryland,Aberdeen,61.19
Residential,House,Q3,August,Massachusetts,Cambridge,61.99
Residential,House,Q4,December,Maryland,Boston,69.52
Residential,House,Q2,October,Massachusetts,Columbia,75.46
Residential,House,Q3,November,Maryland,Aberdeen,75.4
Residential,House,Q4,April,Massachusetts,Cambridge,77.62
Production,Hotel,Q2,April,Massachusetts,Cambridge,78.55
Production,Hotel,Q3,June,Maryland,Boston,82.79
Production,Hotel,Q4,July,Massachusetts,Columbia,83.14
Production,Hotel,Q2,September,Maryland,Aberdeen,85.63
Production,Hotel,Q3,August,Massachusetts,Cambridge,85.04
Production,Hotel,Q4,December,Maryland,Boston,95.69
Production,Hotel,Q2,October,Massachusetts,Columbia,98.78
Production,Hotel,Q3,November,Maryland,Aberdeen,99.31
Production,Hotel,Q4,April,Massachusetts,Cambridge,98.98
