Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2021,Q4,Dairy,Butter,260.97
Export,2021,Q4,Meat,Cheese,901.49
Export,2021,Q4,Dairy,Milk,645.22
Export,2021,Q4,Meat,Chicken,780.22
Export,2021,Q4,Dairy,Lamb,150.1
Export,2021,Q4,Meat,Butter,155.15
Export,2019,Q4,Dairy,Butter,411.84
Export,2019,Q4,Meat,Cheese,693.9
Export,2019,Q4,Dairy,Milk,442.38
Export,2019,Q4,Meat,Chicken,315.2
Export,2019,Q4,Dairy,Lamb,62.39
Export,2019,Q4,Meat,Butter,62.37
Export,2021,Q4,Dairy,Butter,458.74
Export,2021,Q4,Meat,Cheese,586.48
Export,2021,Q4,Dairy,Milk,593.08
Export,2021,Q4,Meat,Chicken,81.27
Export,2021,Q4,Dairy,Lamb,469.91
Export,2021,Q4,Meat,Butter,469.05
Export,2019,Q4,Dairy,Butter,357.83
Export,2019,Q4,Meat,Cheese,359.03
Export,2019,Q4,Dairy,Milk,243.44
Export,2019,Q4,Meat,Chicken,633.83
Export,2019,Q4,Dairy,Lamb,380.55
Export,2019,Q4,Meat,Butter,894.86
