Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2020,Q1,Dairy,Butter,513.93
Export,2020,Q1,Meat,Cream,899.05
Export,2020,Q1,Dairy,Duck,261.7
Export,2020,Q1,Meat,Chicken,135.56
Export,2020,Q1,Dairy,Pork,395.34
Export,2020,Q1,Meat,Butter,532.3
Export,2016,Q1,Dairy,Butter,661.8
Export,2016,Q1,Meat,Cream,791.8
Export,2016,Q1,Dairy,Duck,664.27
Export,2016,Q1,Meat,Chicken,409.01
Export,2016,Q1,Dairy,Pork,407.23
Export,2016,Q1,Meat,Butter,156.44
Export,2018,Q1,Dairy,Butter,541.49
Export,2018,Q1,Meat,Cream,682.05
Export,2018,Q1,Dairy,Duck,703.96
Export,2018,Q1,Meat,Chicken,456.56
Export,2018,Q1,Dairy,Pork,585.61
Export,2018,Q1,Meat,Butter,80.48
Export,2020,Q1,Dairy,Butter,722.13
Export,2020,Q1,Meat,Cream,210.45
Export,2020,Q1,Dairy,Duck,856.19
Export,2020,Q1,Meat,Chicken,217.68
Export,2020,Q1,Dairy,Pork,732.89
Export,2020,Q1,Meat,Butter,350.61
Export,2016,Q1,Dairy,Butter,99.4
Export,2016,Q1,Meat,Cream,746.98
Export,2016,Q1,Dairy,Duck,625.59
Export,2016,Q1,Meat,Chicken,754.69
Export,2016,Q1,Dairy,Pork,116.28
Export,2016,Q1,Meat,Butter,633.95
