Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Concert,Q1,January,1.28
Culture,Concert,Q4,February,7.72
Culture,Concert,Q1,November,12.64
Culture,Concert,Q4,October,14.22
Culture,Concert,Q1,December,15.07
Culture,Concert,Q4,January,18.11
Service,Museum,Q1,January,23.06
Service,Museum,Q4,February,37.95
Service,Museum,Q1,November,38.34
Service,Museum,Q4,October,40.66
Service,Museum,Q1,December,46.97
Service,Museum,Q4,January,47.07
Culture,Theatre,Q1,January,47.43
Culture,Theatre,Q4,February,48.09
Culture,Theatre,Q1,November,49.55
Culture,Theatre,Q4,October,54.86
Culture,Theatre,Q1,December,56.5
Culture,Theatre,Q4,January,56.72
Service,Library,Q1,January,59.52
Service,Library,Q4,February,60.01
Service,Library,Q1,November,60.82
Service,Library,Q4,October,62.21
Service,Library,Q1,December,61.17
Service,Library,Q4,January,62.89
Culture,Hospital,Q1,January,65.54
Culture,Hospital,Q4,February,69.45
Culture,Hospital,Q1,November,69.06
Culture,Hospital,Q4,October,71.35
Culture,Hospital,Q1,December,70.92
Culture,Hospital,Q4,January,78.36
Service,Administration,Q1,January,79.33
Service,Administration,Q4,February,80.1
Service,Administration,Q1,November,88.61
Service,Administration,Q4,October,88.43
Service,Administration,Q1,December,90.06
Service,Administration,Q4,January,93.52
