Year,Characteristic,Intensity,Value
Year,Characteristic,Intensity,Value
2019,Humidity,High,0.76
2019,Temperature,Low,1.69
2019,Wind,31-40,1.14
2019,Humidity,21-30,1.49
2019,Temperature,Breeze,4.64
2019,Wind,Storm,5.18
2019,Humidity,Calm,6.63
2019,Temperature,High,7.32
2019,Wind,Low,8.22
2021,Humidity,High,8.02
2021,Temperature,Low,9.14
2021,Wind,31-40,2.62
2021,Humidity,21-30,3.12
2021,Temperature,Breeze,13.31
2021,Wind,Storm,5.11
2021,Humidity,Calm,15.16
2021,Temperature,High,14.76
2021,Wind,Low,17.13
2017,Humidity,High,16.83
2017,Temperature,Low,19.99
2017,Wind,31-40,13.49
2017,Humidity,21-30,22.17
2017,Temperature,Breeze,23.48
2017,Wind,Storm,22.43
2017,Humidity,Calm,26.37
2017,Temperature,High,27.9
2017,Wind,Low,1.85
