Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Import,2016,Q1,Meat,Chicken,257.85
Import,2016,Q1,Dairy,Lamb,645.34
Import,2016,Q1,Cereals,Pork,774.0
Import,2016,Q1,Meat,Milk,391.96
Import,2016,Q1,Dairy,Cheese,395.53
Import,2016,Q1,Cereals,Cream,140.49
Import,2016,Q1,Meat,Rice,525.47
Import,2016,Q1,Dairy,Corn,140.71
Import,2016,Q1,Cereals,Chicken,783.59
Import,2015,Q1,Meat,Chicken,144.8
Import,2015,Q1,Dairy,Lamb,787.42
Import,2015,Q1,Cereals,Pork,25.58
Import,2015,Q1,Meat,Milk,26.54
Import,2015,Q1,Dairy,Cheese,27.86
Import,2015,Q1,Cereals,Cream,31.97
Import,2015,Q1,Meat,Rice,677.28
Import,2015,Q1,Dairy,Corn,423.66
Import,2015,Q1,Cereals,Chicken,426.31
Import,2019,Q1,Meat,Chicken,556.28
Import,2019,Q1,Dairy,Lamb,44.84
Import,2019,Q1,Cereals,Pork,45.53
Import,2019,Q1,Meat,Milk,432.93
Import,2019,Q1,Dairy,Cheese,306.42
Import,2019,Q1,Cereals,Cream,434.7
Import,2019,Q1,Meat,Rice,950.31
Import,2019,Q1,Dairy,Corn,440.59
Import,2019,Q1,Cereals,Chicken,317.06
Import,2016,Q1,Meat,Chicken,702.74
Import,2016,Q1,Dairy,Lamb,320.19
Import,2016,Q1,Cereals,Pork,833.09
Import,2016,Q1,Meat,Milk,838.2
Import,2016,Q1,Dairy,Cheese,333.51
Import,2016,Q1,Cereals,Cream,973.88
Import,2016,Q1,Meat,Rice,599.26
Import,2016,Q1,Dairy,Corn,215.01
Import,2016,Q1,Cereals,Chicken,994.74
Import,2015,Q1,Meat,Chicken,105.96
Import,2015,Q1,Dairy,Lamb,746.7
Import,2015,Q1,Cereals,Pork,617.67
Import,2015,Q1,Meat,Milk,233.28
Import,2015,Q1,Dairy,Cheese,624.73
Import,2015,Q1,Cereals,Cream,755.3
Import,2015,Q1,Meat,Rice,119.48
Import,2015,Q1,Dairy,Corn,507.95
Import,2015,Q1,Cereals,Chicken,767.59
