Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q4,December,Georgia,Washington,2.29
Production,Workshop,Q1,October,Georgia,Washington,3.23
Production,Workshop,Q4,November,Georgia,Washington,4.88
Production,Workshop,Q1,January,Georgia,Washington,7.7
Production,Workshop,Q4,March,Georgia,Washington,8.33
Production,Workshop,Q1,December,Georgia,Washington,7.26
Service,Factory,Q4,December,Georgia,Washington,11.25
Service,Factory,Q1,October,Georgia,Washington,15.09
Service,Factory,Q4,November,Georgia,Washington,15.91
Service,Factory,Q1,January,Georgia,Washington,17.93
Service,Factory,Q4,March,Georgia,Washington,17.34
Service,Factory,Q1,December,Georgia,Washington,21.09
Residential,Administration,Q4,December,Georgia,Washington,26.41
Residential,Administration,Q1,October,Georgia,Washington,28.94
Residential,Administration,Q4,November,Georgia,Washington,28.53
Residential,Administration,Q1,January,Georgia,Washington,35.72
Residential,Administration,Q4,March,Georgia,Washington,36.44
Residential,Administration,Q1,December,Georgia,Washington,38.55
Production,Library,Q4,December,Georgia,Washington,40.91
Production,Library,Q1,October,Georgia,Washington,45.05
Production,Library,Q4,November,Georgia,Washington,45.85
Production,Library,Q1,January,Georgia,Washington,48.49
Production,Library,Q4,March,Georgia,Washington,52.74
Production,Library,Q1,December,Georgia,Washington,53.11
Service,School,Q4,December,Georgia,Washington,53.15
Service,School,Q1,October,Georgia,Washington,61.61
Service,School,Q4,November,Georgia,Washington,63.65
Service,School,Q1,January,Georgia,Washington,64.09
Service,School,Q4,March,Georgia,Washington,66.03
Service,School,Q1,December,Georgia,Washington,67.47
Residential,House,Q4,December,Georgia,Washington,74.31
Residential,House,Q1,October,Georgia,Washington,77.18
Residential,House,Q4,November,Georgia,Washington,86.58
Residential,House,Q1,January,Georgia,Washington,88.64
Residential,House,Q4,March,Georgia,Washington,89.65
Residential,House,Q1,December,Georgia,Washington,91.41
Production,Apartment,Q4,December,Georgia,Washington,92.5
Production,Apartment,Q1,October,Georgia,Washington,93.0
Production,Apartment,Q4,November,Georgia,Washington,96.7
Production,Apartment,Q1,January,Georgia,Washington,97.56
Production,Apartment,Q4,March,Georgia,Washington,98.75
Production,Apartment,Q1,December,Georgia,Washington,98.63
