Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Michigan,Flint,Wind,Storm,3.02
2021,Michigan,Flint,Humidity,Breeze,8.73
2021,Michigan,Flint,Wind,Medium,9.48
2021,Michigan,Flint,Humidity,High,10.32
2022,Maryland,Port Huron,Wind,Storm,10.15
2022,Maryland,Port Huron,Humidity,Breeze,8.82
2022,Maryland,Port Huron,Wind,Medium,13.03
2022,Maryland,Port Huron,Humidity,High,14.78
2016,Michigan,Detroit,Wind,Storm,15.68
2016,Michigan,Detroit,Humidity,Breeze,16.47
2016,Michigan,Detroit,Wind,Medium,17.27
2016,Michigan,Detroit,Humidity,High,18.78
2021,Maryland,Aberdeen,Wind,Storm,18.76
2021,Maryland,Aberdeen,Humidity,Breeze,15.21
2021,Maryland,Aberdeen,Wind,Medium,21.7
2021,Maryland,Aberdeen,Humidity,High,22.01
2022,Michigan,Columbia,Wind,Storm,22.84
2022,Michigan,Columbia,Humidity,Breeze,22.53
2022,Michigan,Columbia,Wind,Medium,24.96
2022,Michigan,Columbia,Humidity,High,21.1
2016,Maryland,Baltimore,Wind,Storm,27.53
2016,Maryland,Baltimore,Humidity,Breeze,25.12
2016,Maryland,Baltimore,Wind,Medium,23.2
2016,Maryland,Baltimore,Humidity,High,17.17
