Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2017,Beverage,Juice,480.9
Import,2017,Meat,Coffee,417.51
Import,2017,Beverage,Duck,451.79
Import,2017,Meat,Pork,228.56
Import,2017,Beverage,Beef,133.37
Import,2017,Meat,Juice,104.34
Import,2016,Beverage,Juice,201.57
Import,2016,Meat,Coffee,841.85
Import,2016,Beverage,Duck,335.29
Import,2016,Meat,Pork,368.87
Import,2016,Beverage,Beef,881.19
Import,2016,Meat,Juice,951.51
Import,2017,Beverage,Juice,501.43
Import,2017,Meat,Coffee,502.93
Import,2017,Beverage,Duck,982.45
Import,2017,Meat,Pork,762.83
Import,2017,Beverage,Beef,894.26
Import,2017,Meat,Juice,543.43
