Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q1,March,California,Los-Angeles,2.46
Production,Workshop,Q2,January,California,Los-Angeles,7.12
Production,Workshop,Q1,February,California,Los-Angeles,10.0
Production,Workshop,Q2,June,California,Los-Angeles,13.48
Production,Workshop,Q1,April,California,Los-Angeles,16.41
Production,Workshop,Q2,May,California,Los-Angeles,18.21
Residential,Factory,Q1,March,California,Los-Angeles,24.17
Residential,Factory,Q2,January,California,Los-Angeles,26.7
Residential,Factory,Q1,February,California,Los-Angeles,31.08
Residential,Factory,Q2,June,California,Los-Angeles,31.36
Residential,Factory,Q1,April,California,Los-Angeles,35.44
Residential,Factory,Q2,May,California,Los-Angeles,36.29
Service,Hotel,Q1,March,California,Los-Angeles,38.4
Service,Hotel,Q2,January,California,Los-Angeles,39.35
Service,Hotel,Q1,February,California,Los-Angeles,40.67
Service,Hotel,Q2,June,California,Los-Angeles,40.38
Service,Hotel,Q1,April,California,Los-Angeles,44.01
Service,Hotel,Q2,May,California,Los-Angeles,44.88
Production,Apartment,Q1,March,California,Los-Angeles,44.55
Production,Apartment,Q2,January,California,Los-Angeles,45.83
Production,Apartment,Q1,February,California,Los-Angeles,52.22
Production,Apartment,Q2,June,California,Los-Angeles,55.32
Production,Apartment,Q1,April,California,Los-Angeles,57.08
Production,Apartment,Q2,May,California,Los-Angeles,58.58
Residential,House,Q1,March,California,Los-Angeles,59.54
Residential,House,Q2,January,California,Los-Angeles,60.76
Residential,House,Q1,February,California,Los-Angeles,63.69
Residential,House,Q2,June,California,Los-Angeles,65.86
Residential,House,Q1,April,California,Los-Angeles,66.46
Residential,House,Q2,May,California,Los-Angeles,69.27
Service,Hospital,Q1,March,California,Los-Angeles,73.77
Service,Hospital,Q2,January,California,Los-Angeles,78.85
Service,Hospital,Q1,February,California,Los-Angeles,78.47
Service,Hospital,Q2,June,California,Los-Angeles,80.4
Service,Hospital,Q1,April,California,Los-Angeles,80.77
Service,Hospital,Q2,May,California,Los-Angeles,82.2
Production,School,Q1,March,California,Los-Angeles,83.25
Production,School,Q2,January,California,Los-Angeles,80.24
Production,School,Q1,February,California,Los-Angeles,86.58
Production,School,Q2,June,California,Los-Angeles,91.36
Production,School,Q1,April,California,Los-Angeles,97.21
Production,School,Q2,May,California,Los-Angeles,97.0
