Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q2,June,1.36
Culture,Museum,Q1,May,6.54
Culture,Museum,Q3,January,9.42
Culture,Museum,Q2,February,26.0
Culture,Museum,Q1,March,27.43
Culture,Museum,Q3,July,28.68
Culture,Museum,Q2,September,32.64
Culture,Museum,Q1,June,33.01
Culture,Museum,Q3,May,33.74
Service,Concert,Q2,June,32.72
Service,Concert,Q1,May,38.43
Service,Concert,Q3,January,39.02
Service,Concert,Q2,February,40.99
Service,Concert,Q1,March,44.69
Service,Concert,Q3,July,45.19
Service,Concert,Q2,September,46.9
Service,Concert,Q1,June,45.94
Service,Concert,Q3,May,52.16
Culture,Theatre,Q2,June,52.31
Culture,Theatre,Q1,May,52.34
Culture,Theatre,Q3,January,56.0
Culture,Theatre,Q2,February,57.39
Culture,Theatre,Q1,March,58.9
Culture,Theatre,Q3,July,56.14
Culture,Theatre,Q2,September,62.28
Culture,Theatre,Q1,June,63.39
Culture,Theatre,Q3,May,69.16
Service,Administration,Q2,June,70.57
Service,Administration,Q1,May,71.33
Service,Administration,Q3,January,72.2
Service,Administration,Q2,February,73.83
Service,Administration,Q1,March,76.55
Service,Administration,Q3,July,76.49
Service,Administration,Q2,September,79.02
Service,Administration,Q1,June,79.64
Service,Administration,Q3,May,82.1
Culture,School,Q2,June,83.15
Culture,School,Q1,May,85.64
Culture,School,Q3,January,90.48
Culture,School,Q2,February,90.59
Culture,School,Q1,March,94.5
Culture,School,Q3,July,94.83
Culture,School,Q2,September,97.17
Culture,School,Q1,June,98.69
Culture,School,Q3,May,99.43
