Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2016,Q4,Dairy,Milk,393.96
Export,2016,Q4,Cereals,Cheese,394.37
Export,2016,Q4,Dairy,Butter,268.98
Export,2016,Q4,Cereals,Oats,271.62
Export,2016,Q4,Dairy,Corn,275.05
Export,2016,Q4,Cereals,Milk,917.65
Export,2015,Q4,Dairy,Milk,149.49
Export,2015,Q4,Cereals,Cheese,156.72
Export,2015,Q4,Dairy,Butter,285.49
Export,2015,Q4,Cereals,Oats,801.78
Export,2015,Q4,Dairy,Corn,550.37
Export,2015,Q4,Cereals,Milk,299.15
Export,2017,Q4,Dairy,Milk,427.44
Export,2017,Q4,Cereals,Cheese,427.04
Export,2017,Q4,Dairy,Butter,688.74
Export,2017,Q4,Cereals,Oats,73.1
Export,2017,Q4,Dairy,Corn,845.94
Export,2017,Q4,Cereals,Milk,79.81
Export,2016,Q4,Dairy,Milk,862.21
Export,2016,Q4,Cereals,Cheese,862.57
Export,2016,Q4,Dairy,Butter,619.73
Export,2016,Q4,Cereals,Oats,239.5
Export,2016,Q4,Dairy,Corn,879.05
Export,2016,Q4,Cereals,Milk,371.52
Export,2015,Q4,Dairy,Milk,885.91
Export,2015,Q4,Cereals,Cheese,502.87
Export,2015,Q4,Dairy,Butter,119.07
Export,2015,Q4,Cereals,Oats,889.85
Export,2015,Q4,Dairy,Corn,253.52
Export,2015,Q4,Cereals,Milk,766.51
