Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q3,August,Florida,Fort Lauderdale,1.9
Residential,Apartment,Q4,September,Florida,Tampa,9.53
Residential,Apartment,Q1,November,Florida,Fort Lauderdale,13.21
Residential,Apartment,Q3,December,Florida,Tampa,15.49
Residential,Apartment,Q4,March,Florida,Fort Lauderdale,17.89
Residential,Apartment,Q1,January,Florida,Tampa,18.33
Service,Hotel,Q3,August,Florida,Fort Lauderdale,25.9
Service,Hotel,Q4,September,Florida,Tampa,26.75
Service,Hotel,Q1,November,Florida,Fort Lauderdale,28.21
Service,Hotel,Q3,December,Florida,Tampa,30.02
Service,Hotel,Q4,March,Florida,Fort Lauderdale,31.45
Service,Hotel,Q1,January,Florida,Tampa,46.39
Residential,House,Q3,August,Florida,Fort Lauderdale,50.05
Residential,House,Q4,September,Florida,Tampa,51.81
Residential,House,Q1,November,Florida,Fort Lauderdale,53.64
Residential,House,Q3,December,Florida,Tampa,55.33
Residential,House,Q4,March,Florida,Fort Lauderdale,55.16
Residential,House,Q1,January,Florida,Tampa,57.41
Service,Library,Q3,August,Florida,Fort Lauderdale,59.68
Service,Library,Q4,September,Florida,Tampa,62.42
Service,Library,Q1,November,Florida,Fort Lauderdale,63.09
Service,Library,Q3,December,Florida,Tampa,67.46
Service,Library,Q4,March,Florida,Fort Lauderdale,69.37
Service,Library,Q1,January,Florida,Tampa,73.03
Residential,Administration,Q3,August,Florida,Fort Lauderdale,74.63
Residential,Administration,Q4,September,Florida,Tampa,75.92
Residential,Administration,Q1,November,Florida,Fort Lauderdale,78.87
Residential,Administration,Q3,December,Florida,Tampa,82.99
Residential,Administration,Q4,March,Florida,Fort Lauderdale,83.22
Residential,Administration,Q1,January,Florida,Tampa,83.6
Service,Hospital,Q3,August,Florida,Fort Lauderdale,84.46
Service,Hospital,Q4,September,Florida,Tampa,86.67
Service,Hospital,Q1,November,Florida,Fort Lauderdale,85.29
Service,Hospital,Q3,December,Florida,Tampa,88.28
Service,Hospital,Q4,March,Florida,Fort Lauderdale,96.32
Service,Hospital,Q1,January,Florida,Tampa,99.84
