State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Massachusetts,Boston,Air,Thermal,1.45
Massachusetts,Boston,Water,Light,2.01
Massachusetts,Boston,Soil,Surface water,2.47
Massachusetts,Boston,Air,Chemical,5.62
Massachusetts,Boston,Water,Oxygen-depletion,6.27
Massachusetts,Boston,Soil,Groundwater,6.45
Massachusetts,Boston,Air,Urban Activities,10.7
Massachusetts,Boston,Water,Inorganic Fertilizers,11.79
Massachusetts,Boston,Soil,Thermal,15.48
Massachusetts,Boston,Air,Light,17.46
Massachusetts,Boston,Water,Surface water,19.22
Massachusetts,Boston,Soil,Chemical,20.49
Florida,Cambridge,Air,Thermal,21.52
Florida,Cambridge,Water,Light,22.1
Florida,Cambridge,Soil,Surface water,23.43
Florida,Cambridge,Air,Chemical,24.01
Florida,Cambridge,Water,Oxygen-depletion,27.65
Florida,Cambridge,Soil,Groundwater,29.4
Florida,Cambridge,Air,Urban Activities,31.64
Florida,Cambridge,Water,Inorganic Fertilizers,32.4
Florida,Cambridge,Soil,Thermal,32.23
Florida,Cambridge,Air,Light,35.65
Florida,Cambridge,Water,Surface water,37.31
Florida,Cambridge,Soil,Chemical,40.65
Minnesota,Lenox,Air,Thermal,41.6
Minnesota,Lenox,Water,Light,40.57
Minnesota,Lenox,Soil,Surface water,40.92
Minnesota,Lenox,Air,Chemical,44.78
Minnesota,Lenox,Water,Oxygen-depletion,44.66
Minnesota,Lenox,Soil,Groundwater,44.35
Minnesota,Lenox,Air,Urban Activities,47.71
Minnesota,Lenox,Water,Inorganic Fertilizers,48.92
Minnesota,Lenox,Soil,Thermal,49.46
Minnesota,Lenox,Air,Light,58.44
Minnesota,Lenox,Water,Surface water,59.13
Minnesota,Lenox,Soil,Chemical,66.07
Massachusetts,Fort Lauderdale,Air,Thermal,67.76
Massachusetts,Fort Lauderdale,Water,Light,71.75
Massachusetts,Fort Lauderdale,Soil,Surface water,72.24
Massachusetts,Fort Lauderdale,Air,Chemical,75.91
Massachusetts,Fort Lauderdale,Water,Oxygen-depletion,77.99
Massachusetts,Fort Lauderdale,Soil,Groundwater,80.91
Massachusetts,Fort Lauderdale,Air,Urban Activities,80.27
Massachusetts,Fort Lauderdale,Water,Inorganic Fertilizers,81.32
Massachusetts,Fort Lauderdale,Soil,Thermal,86.98
Massachusetts,Fort Lauderdale,Air,Light,92.46
Massachusetts,Fort Lauderdale,Water,Surface water,95.57
Massachusetts,Fort Lauderdale,Soil,Chemical,-0.15
Florida,Tampa,Air,Thermal,0.07
Florida,Tampa,Water,Light,-98.14
Florida,Tampa,Soil,Surface water,-97.34
Florida,Tampa,Air,Chemical,-96.95
Florida,Tampa,Water,Oxygen-depletion,-98.13
Florida,Tampa,Soil,Groundwater,-89.12
Florida,Tampa,Air,Urban Activities,-87.27
Florida,Tampa,Water,Inorganic Fertilizers,-80.68
Florida,Tampa,Soil,Thermal,-80.04
Florida,Tampa,Air,Light,-74.6
Florida,Tampa,Water,Surface water,-65.91
Florida,Tampa,Soil,Chemical,-62.38
Minnesota,Rochester,Air,Thermal,-60.99
Minnesota,Rochester,Water,Light,-55.96
Minnesota,Rochester,Soil,Surface water,-54.93
Minnesota,Rochester,Air,Chemical,-52.47
Minnesota,Rochester,Water,Oxygen-depletion,-45.79
Minnesota,Rochester,Soil,Groundwater,-45.07
Minnesota,Rochester,Air,Urban Activities,-43.97
Minnesota,Rochester,Water,Inorganic Fertilizers,-45.1
Minnesota,Rochester,Soil,Thermal,-41.34
Minnesota,Rochester,Air,Light,-38.83
Minnesota,Rochester,Water,Surface water,-36.76
Minnesota,Rochester,Soil,Chemical,-33.86
Massachusetts,Hastings,Air,Thermal,-30.72
Massachusetts,Hastings,Water,Light,-23.02
Massachusetts,Hastings,Soil,Surface water,-22.09
Massachusetts,Hastings,Air,Chemical,-21.46
Massachusetts,Hastings,Water,Oxygen-depletion,-21.59
Massachusetts,Hastings,Soil,Groundwater,-17.58
Massachusetts,Hastings,Air,Urban Activities,-14.73
Massachusetts,Hastings,Water,Inorganic Fertilizers,-12.67
Massachusetts,Hastings,Soil,Thermal,-11.61
Massachusetts,Hastings,Air,Light,-8.86
Massachusetts,Hastings,Water,Surface water,-6.17
Massachusetts,Hastings,Soil,Chemical,-4.78
