Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Culture,Museum,Q3,September,8.18
Culture,Museum,Q4,August,12.93
Culture,Museum,Q3,October,15.1
Culture,Museum,Q4,November,19.32
Culture,Museum,Q3,December,19.0
Culture,Museum,Q4,September,22.39
Service,Theatre,Q3,September,23.07
Service,Theatre,Q4,August,28.14
Service,Theatre,Q3,October,30.35
Service,Theatre,Q4,November,39.27
Service,Theatre,Q3,December,40.75
Service,Theatre,Q4,September,44.3
Culture,School,Q3,September,45.49
Culture,School,Q4,August,49.25
Culture,School,Q3,October,50.46
Culture,School,Q4,November,53.56
Culture,School,Q3,December,54.29
Culture,School,Q4,September,55.26
Service,Hospital,Q3,September,56.62
Service,Hospital,Q4,August,60.36
Service,Hospital,Q3,October,62.07
Service,Hospital,Q4,November,62.76
Service,Hospital,Q3,December,65.98
Service,Hospital,Q4,September,66.35
Culture,Library,Q3,September,71.52
Culture,Library,Q4,August,76.41
Culture,Library,Q3,October,93.12
Culture,Library,Q4,November,94.64
Culture,Library,Q3,December,95.36
Culture,Library,Q4,September,93.32
