State,City,Polluted element,Type of pollution,Value
State,City,Polluted_element,Type_of_pollution,Value
Oregon,Redmond,Soil,Industrial,-0.72
Oregon,Redmond,Water,Solid Waste,1.93
Oregon,Redmond,Air,Inorganic Fertilizers,5.35
Oregon,Redmond,Soil,Oxygen-depletion,5.28
Oregon,Redmond,Water,Groundwater,7.94
Oregon,Redmond,Air,Chemical,9.89
Oregon,Redmond,Soil,Surface water,9.33
Oregon,Redmond,Water,Noise,13.81
Oregon,Redmond,Air,Thermal,-99.08
Oregon,Redmond,Soil,Industrial,17.63
Oregon,Redmond,Water,Solid Waste,22.16
Oregon,Redmond,Air,Inorganic Fertilizers,23.62
Massachusetts,Portland,Soil,Industrial,26.1
Massachusetts,Portland,Water,Solid Waste,29.52
Massachusetts,Portland,Air,Inorganic Fertilizers,-98.94
Massachusetts,Portland,Soil,Oxygen-depletion,-97.04
Massachusetts,Portland,Water,Groundwater,31.34
Massachusetts,Portland,Air,Chemical,-96.89
Massachusetts,Portland,Soil,Surface water,-97.07
Massachusetts,Portland,Water,Noise,34.04
Massachusetts,Portland,Air,Thermal,-92.33
Massachusetts,Portland,Soil,Industrial,37.53
Massachusetts,Portland,Water,Solid Waste,-91.95
Massachusetts,Portland,Air,Inorganic Fertilizers,-89.29
Florida,Cambridge,Soil,Industrial,40.01
Florida,Cambridge,Water,Solid Waste,-87.74
Florida,Cambridge,Air,Inorganic Fertilizers,42.73
Florida,Cambridge,Soil,Oxygen-depletion,-43.38
Florida,Cambridge,Water,Groundwater,-84.51
Florida,Cambridge,Air,Chemical,-83.73
Florida,Cambridge,Soil,Surface water,-78.98
Florida,Cambridge,Water,Noise,-92.45
Florida,Cambridge,Air,Thermal,-72.89
Florida,Cambridge,Soil,Industrial,-72.91
Florida,Cambridge,Water,Solid Waste,-66.39
Florida,Cambridge,Air,Inorganic Fertilizers,63.63
Oregon,Boston,Soil,Industrial,-62.22
Oregon,Boston,Water,Solid Waste,69.32
Oregon,Boston,Air,Inorganic Fertilizers,-56.74
Oregon,Boston,Soil,Oxygen-depletion,91.19
Oregon,Boston,Water,Groundwater,74.26
Oregon,Boston,Air,Chemical,79.13
Oregon,Boston,Soil,Surface water,-49.13
Oregon,Boston,Water,Noise,82.75
Oregon,Boston,Air,Thermal,83.61
Oregon,Boston,Soil,Industrial,83.16
Oregon,Boston,Water,Solid Waste,-43.66
Oregon,Boston,Air,Inorganic Fertilizers,85.63
Massachusetts,Fort Lauderdale,Soil,Industrial,-45.99
Massachusetts,Fort Lauderdale,Water,Solid Waste,88.8
Massachusetts,Fort Lauderdale,Air,Inorganic Fertilizers,88.95
Massachusetts,Fort Lauderdale,Soil,Oxygen-depletion,-38.86
Massachusetts,Fort Lauderdale,Water,Groundwater,90.71
Massachusetts,Fort Lauderdale,Air,Chemical,92.26
Massachusetts,Fort Lauderdale,Soil,Surface water,92.22
Massachusetts,Fort Lauderdale,Water,Noise,-34.64
Massachusetts,Fort Lauderdale,Air,Thermal,-39.15
Massachusetts,Fort Lauderdale,Soil,Industrial,88.82
Massachusetts,Fort Lauderdale,Water,Solid Waste,97.63
Massachusetts,Fort Lauderdale,Air,Inorganic Fertilizers,98.23
Florida,Tampa,Soil,Industrial,98.75
Florida,Tampa,Water,Solid Waste,-29.88
Florida,Tampa,Air,Inorganic Fertilizers,-32.75
Florida,Tampa,Soil,Oxygen-depletion,98.21
Florida,Tampa,Water,Groundwater,-34.01
Florida,Tampa,Air,Chemical,-28.2
Florida,Tampa,Soil,Surface water,-22.78
Florida,Tampa,Water,Noise,-17.22
Florida,Tampa,Air,Thermal,-15.89
Florida,Tampa,Soil,Industrial,-15.03
Florida,Tampa,Water,Solid Waste,-10.39
Florida,Tampa,Air,Inorganic Fertilizers,-4.47
