State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Michigan,Port Huron,2020,Water,Oxygen-depletion,2.32
Michigan,Port Huron,2020,Air,Surface water,6.3
Michigan,Port Huron,2020,Soil,Chemical,7.38
Michigan,Port Huron,2020,Water,Groundwater,8.37
Michigan,Port Huron,2020,Air,Light,9.77
Michigan,Port Huron,2020,Soil,Noise,10.96
Michigan,Port Huron,2020,Water,Thermal,11.32
Michigan,Port Huron,2020,Air,Solid Waste,13.97
Michigan,Port Huron,2020,Soil,Inferior Irrigation,14.29
Michigan,Port Huron,2020,Water,Oxygen-depletion,13.88
Michigan,Port Huron,2020,Air,Surface water,16.6
Michigan,Port Huron,2020,Soil,Chemical,19.06
Illinois,Flint,2017,Water,Oxygen-depletion,23.58
Illinois,Flint,2017,Air,Surface water,23.49
Illinois,Flint,2017,Soil,Chemical,24.89
Illinois,Flint,2017,Water,Groundwater,27.11
Illinois,Flint,2017,Air,Light,28.34
Illinois,Flint,2017,Soil,Noise,28.16
Illinois,Flint,2017,Water,Thermal,32.16
Illinois,Flint,2017,Air,Solid Waste,34.1
Illinois,Flint,2017,Soil,Inferior Irrigation,34.03
Illinois,Flint,2017,Water,Oxygen-depletion,38.46
Illinois,Flint,2017,Air,Surface water,43.28
Illinois,Flint,2017,Soil,Chemical,47.01
Minnesota,Detroit,2016,Water,Oxygen-depletion,47.91
Minnesota,Detroit,2016,Air,Surface water,49.95
Minnesota,Detroit,2016,Soil,Chemical,50.68
Minnesota,Detroit,2016,Water,Groundwater,54.72
Minnesota,Detroit,2016,Air,Light,54.89
Minnesota,Detroit,2016,Soil,Noise,55.6
Minnesota,Detroit,2016,Water,Thermal,57.97
Minnesota,Detroit,2016,Air,Solid Waste,67.4
Minnesota,Detroit,2016,Soil,Inferior Irrigation,71.79
Minnesota,Detroit,2016,Water,Oxygen-depletion,71.14
Minnesota,Detroit,2016,Air,Surface water,74.27
Minnesota,Detroit,2016,Soil,Chemical,77.5
Michigan,Champaign,2022,Water,Oxygen-depletion,78.91
Michigan,Champaign,2022,Air,Surface water,79.07
Michigan,Champaign,2022,Soil,Chemical,77.98
Michigan,Champaign,2022,Water,Groundwater,85.19
Michigan,Champaign,2022,Air,Light,88.82
Michigan,Champaign,2022,Soil,Noise,90.44
Michigan,Champaign,2022,Water,Thermal,91.75
Michigan,Champaign,2022,Air,Solid Waste,93.4
Michigan,Champaign,2022,Soil,Inferior Irrigation,-7.85
Michigan,Champaign,2022,Water,Oxygen-depletion,96.74
Michigan,Champaign,2022,Air,Surface water,0.44
Michigan,Champaign,2022,Soil,Chemical,-3.7
Illinois,Springfield,2020,Water,Oxygen-depletion,-99.74
Illinois,Springfield,2020,Air,Surface water,-97.32
Illinois,Springfield,2020,Soil,Chemical,-96.37
Illinois,Springfield,2020,Water,Groundwater,-95.16
Illinois,Springfield,2020,Air,Light,-95.92
Illinois,Springfield,2020,Soil,Noise,-93.81
Illinois,Springfield,2020,Water,Thermal,-96.62
Illinois,Springfield,2020,Air,Solid Waste,-92.76
Illinois,Springfield,2020,Soil,Inferior Irrigation,-84.13
Illinois,Springfield,2020,Water,Oxygen-depletion,-81.77
Illinois,Springfield,2020,Air,Surface water,-81.44
Illinois,Springfield,2020,Soil,Chemical,-81.39
Minnesota,Rochester,2017,Water,Oxygen-depletion,-74.88
Minnesota,Rochester,2017,Air,Surface water,-74.91
Minnesota,Rochester,2017,Soil,Chemical,-72.73
Minnesota,Rochester,2017,Water,Groundwater,-70.53
Minnesota,Rochester,2017,Air,Light,-69.08
Minnesota,Rochester,2017,Soil,Noise,-69.92
Minnesota,Rochester,2017,Water,Thermal,-70.98
Minnesota,Rochester,2017,Air,Solid Waste,-66.76
Minnesota,Rochester,2017,Soil,Inferior Irrigation,-65.14
Minnesota,Rochester,2017,Water,Oxygen-depletion,-67.55
Minnesota,Rochester,2017,Air,Surface water,-63.3
Minnesota,Rochester,2017,Soil,Chemical,-61.46
Michigan,Minneapolis,2016,Water,Oxygen-depletion,-59.66
Michigan,Minneapolis,2016,Air,Surface water,-53.95
Michigan,Minneapolis,2016,Soil,Chemical,-52.7
Michigan,Minneapolis,2016,Water,Groundwater,-50.33
Michigan,Minneapolis,2016,Air,Light,-41.09
Michigan,Minneapolis,2016,Soil,Noise,-38.96
Michigan,Minneapolis,2016,Water,Thermal,-38.57
Michigan,Minneapolis,2016,Air,Solid Waste,-36.67
Michigan,Minneapolis,2016,Soil,Inferior Irrigation,-36.81
Michigan,Minneapolis,2016,Water,Oxygen-depletion,-36.57
Michigan,Minneapolis,2016,Air,Surface water,-33.98
Michigan,Minneapolis,2016,Soil,Chemical,-32.25
Illinois,Hastings,2022,Water,Oxygen-depletion,-37.7
Illinois,Hastings,2022,Air,Surface water,-30.9
Illinois,Hastings,2022,Soil,Chemical,-29.85
Illinois,Hastings,2022,Water,Groundwater,-30.21
Illinois,Hastings,2022,Air,Light,-27.68
Illinois,Hastings,2022,Soil,Noise,-22.86
Illinois,Hastings,2022,Water,Thermal,-21.65
Illinois,Hastings,2022,Air,Solid Waste,-20.69
Illinois,Hastings,2022,Soil,Inferior Irrigation,-19.46
Illinois,Hastings,2022,Water,Oxygen-depletion,-7.62
Illinois,Hastings,2022,Air,Surface water,-3.13
Illinois,Hastings,2022,Soil,Chemical,-2.12
