Type of building,Usage,Quarter,Month,Value
Type_of_building,Usage,Quarter,Month,Value
Service,Administration,Q2,June,64.17
Service,Administration,Q1,April,1.2
Service,Administration,Q2,February,37.94
Service,Administration,Q1,January,6.47
Production,Library,Q2,June,73.84
Production,Library,Q1,April,75.18
Production,Library,Q2,February,44.49
Production,Library,Q1,January,45.47
Service,Workshop,Q2,June,78.34
Service,Workshop,Q1,April,16.62
Service,Workshop,Q2,February,18.55
Service,Workshop,Q1,January,24.07
Production,Factory,Q2,June,24.48
Production,Factory,Q1,April,90.29
Production,Factory,Q2,February,92.68
Production,Factory,Q1,January,61.78
