Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q3,September,Florida,Fort Lauderdale,2.68
Culture,Concert,Q4,July,California,Tampa,3.96
Culture,Concert,Q3,October,Florida,Malibu,5.16
Culture,Concert,Q4,November,California,San Francisco,7.43
Culture,Concert,Q3,December,Florida,Fort Lauderdale,8.68
Culture,Concert,Q4,September,California,Tampa,17.0
Residential,Museum,Q3,September,Florida,Fort Lauderdale,30.61
Residential,Museum,Q4,July,California,Tampa,28.41
Residential,Museum,Q3,October,Florida,Malibu,29.65
Residential,Museum,Q4,November,California,San Francisco,30.35
Residential,Museum,Q3,December,Florida,Fort Lauderdale,31.04
Residential,Museum,Q4,September,California,Tampa,32.17
Service,Theatre,Q3,September,Florida,Fort Lauderdale,33.9
Service,Theatre,Q4,July,California,Tampa,34.61
Service,Theatre,Q3,October,Florida,Malibu,35.29
Service,Theatre,Q4,November,California,San Francisco,35.01
Service,Theatre,Q3,December,Florida,Fort Lauderdale,37.74
Service,Theatre,Q4,September,California,Tampa,38.66
Culture,Apartment,Q3,September,Florida,Fort Lauderdale,39.72
Culture,Apartment,Q4,July,California,Tampa,31.49
Culture,Apartment,Q3,October,Florida,Malibu,44.42
Culture,Apartment,Q4,November,California,San Francisco,48.13
Culture,Apartment,Q3,December,Florida,Fort Lauderdale,50.87
Culture,Apartment,Q4,September,California,Tampa,53.42
Residential,Hotel,Q3,September,Florida,Fort Lauderdale,53.11
Residential,Hotel,Q4,July,California,Tampa,55.82
Residential,Hotel,Q3,October,Florida,Malibu,56.37
Residential,Hotel,Q4,November,California,San Francisco,57.28
Residential,Hotel,Q3,December,Florida,Fort Lauderdale,58.08
Residential,Hotel,Q4,September,California,Tampa,59.62
Service,Library,Q3,September,Florida,Fort Lauderdale,57.83
Service,Library,Q4,July,California,Tampa,62.32
Service,Library,Q3,October,Florida,Malibu,63.1
Service,Library,Q4,November,California,San Francisco,66.56
Service,Library,Q3,December,Florida,Fort Lauderdale,67.98
Service,Library,Q4,September,California,Tampa,74.51
Culture,Administration,Q3,September,Florida,Fort Lauderdale,79.08
Culture,Administration,Q4,July,California,Tampa,81.86
Culture,Administration,Q3,October,Florida,Malibu,83.39
Culture,Administration,Q4,November,California,San Francisco,84.03
Culture,Administration,Q3,December,Florida,Fort Lauderdale,86.45
Culture,Administration,Q4,September,California,Tampa,91.09
