Import-Export,Year,Quarter,Category,Item,Value
Import_Export,Year,Quarter,Category,Item,Value
Export,2015,Q4,Beverage,Coffee,416.01
Export,2015,Q4,Cereals,Juice,455.69
Export,2015,Q4,Beverage,Corn,813.04
Export,2015,Q4,Cereals,Seeds,366.43
Export,2021,Q4,Beverage,Coffee,434.89
Export,2021,Q4,Cereals,Juice,179.08
Export,2021,Q4,Beverage,Corn,371.22
Export,2021,Q4,Cereals,Seeds,757.0
Export,2015,Q4,Beverage,Coffee,502.07
Export,2015,Q4,Cereals,Juice,247.8
Export,2015,Q4,Beverage,Corn,475.23
Export,2015,Q4,Cereals,Seeds,153.31
Export,2021,Q4,Beverage,Coffee,922.59
Export,2021,Q4,Cereals,Juice,635.83
Export,2021,Q4,Beverage,Corn,985.48
Export,2021,Q4,Cereals,Seeds,691.2
