Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2021,Michigan,Port Huron,Wind,Breeze,0.45
2021,Michigan,Port Huron,Temperature,Calm,1.07
2021,Michigan,Port Huron,Humidity,Storm,0.69
2021,Michigan,Port Huron,Wind,31-40,3.61
2021,Michigan,Port Huron,Temperature,11-20,4.55
2021,Michigan,Port Huron,Humidity,21-30,3.49
2021,Michigan,Port Huron,Wind,Medium,6.75
2021,Michigan,Port Huron,Temperature,Low,3.46
2021,Michigan,Port Huron,Humidity,Breeze,8.0
2020,Georgia,Detroit,Wind,Breeze,8.99
2020,Georgia,Detroit,Temperature,Calm,1.06
2020,Georgia,Detroit,Humidity,Storm,11.08
2020,Georgia,Detroit,Wind,31-40,11.59
2020,Georgia,Detroit,Temperature,11-20,12.14
2020,Georgia,Detroit,Humidity,21-30,13.32
2020,Georgia,Detroit,Wind,Medium,7.53
2020,Georgia,Detroit,Temperature,Low,16.1
2020,Georgia,Detroit,Humidity,Breeze,16.67
2021,Nevada,Columbus,Wind,Breeze,14.5
2021,Nevada,Columbus,Temperature,Calm,19.59
2021,Nevada,Columbus,Humidity,Storm,20.91
2021,Nevada,Columbus,Wind,31-40,21.07
2021,Nevada,Columbus,Temperature,11-20,22.41
2021,Nevada,Columbus,Humidity,21-30,23.86
2021,Nevada,Columbus,Wind,Medium,24.03
2021,Nevada,Columbus,Temperature,Low,25.34
2021,Nevada,Columbus,Humidity,Breeze,21.62
2020,Michigan,Albany,Wind,Breeze,20.85
2020,Michigan,Albany,Temperature,Calm,23.79
2020,Michigan,Albany,Humidity,Storm,25.39
2020,Michigan,Albany,Wind,31-40,22.95
2020,Michigan,Albany,Temperature,11-20,25.49
2020,Michigan,Albany,Humidity,21-30,26.8
2020,Michigan,Albany,Wind,Medium,24.94
2020,Michigan,Albany,Temperature,Low,26.02
2020,Michigan,Albany,Humidity,Breeze,27.75
2021,Georgia,Washington,Wind,Breeze,1.52
2021,Georgia,Washington,Temperature,Calm,8.42
2021,Georgia,Washington,Humidity,Storm,25.28
2021,Georgia,Washington,Wind,31-40,14.15
2021,Georgia,Washington,Temperature,11-20,14.74
2021,Georgia,Washington,Humidity,21-30,14.91
2021,Georgia,Washington,Wind,Medium,15.82
2021,Georgia,Washington,Temperature,Low,3.2
2021,Georgia,Washington,Humidity,Breeze,4.12
2020,Nevada,Reno,Wind,Breeze,17.85
2020,Nevada,Reno,Temperature,Calm,1.05
2020,Nevada,Reno,Humidity,Storm,17.6
2020,Nevada,Reno,Wind,31-40,17.71
2020,Nevada,Reno,Temperature,11-20,4.93
2020,Nevada,Reno,Humidity,21-30,4.53
2020,Nevada,Reno,Wind,Medium,17.76
2020,Nevada,Reno,Temperature,Low,18.36
2020,Nevada,Reno,Humidity,Breeze,6.56
2021,Michigan,Las Vegas,Wind,Breeze,19.04
2021,Michigan,Las Vegas,Temperature,Calm,19.46
2021,Michigan,Las Vegas,Humidity,Storm,20.72
2021,Michigan,Las Vegas,Wind,31-40,20.67
2021,Michigan,Las Vegas,Temperature,11-20,1.01
2021,Michigan,Las Vegas,Humidity,21-30,22.13
2021,Michigan,Las Vegas,Wind,Medium,22.48
2021,Michigan,Las Vegas,Temperature,Low,23.46
2021,Michigan,Las Vegas,Humidity,Breeze,25.07
