State,City,Year,Polluted element,Type of pollution,Value
State,City,Year,Polluted_element,Type_of_pollution,Value
Minnesota,Rochester,2020,Soil,Industrial,-0.98
Minnesota,Rochester,2020,Air,Inferior Irrigation,5.37
Minnesota,Rochester,2020,Water,Urban Activities,7.9
Minnesota,Rochester,2020,Soil,Light,10.36
Minnesota,Rochester,2020,Air,Noise,11.58
Minnesota,Rochester,2020,Water,Thermal,12.37
Minnesota,Rochester,2020,Soil,Groundwater,14.4
Minnesota,Rochester,2020,Air,Chemical,16.38
Minnesota,Rochester,2020,Water,Oxygen-depletion,17.37
Minnesota,Rochester,2020,Soil,Surface water,20.08
Minnesota,Rochester,2020,Air,Industrial,21.81
Minnesota,Rochester,2020,Water,Inferior Irrigation,20.4
California,Minneapolis,2019,Soil,Industrial,21.32
California,Minneapolis,2019,Air,Inferior Irrigation,-98.69
California,Minneapolis,2019,Water,Urban Activities,-97.05
California,Minneapolis,2019,Soil,Light,32.61
California,Minneapolis,2019,Air,Noise,41.8
California,Minneapolis,2019,Water,Thermal,-85.65
California,Minneapolis,2019,Soil,Groundwater,44.36
California,Minneapolis,2019,Air,Chemical,45.91
California,Minneapolis,2019,Water,Oxygen-depletion,48.12
California,Minneapolis,2019,Soil,Surface water,-80.46
California,Minneapolis,2019,Air,Industrial,-78.6
California,Minneapolis,2019,Water,Inferior Irrigation,-77.33
Minnesota,Los-Angeles,2018,Soil,Industrial,51.14
Minnesota,Los-Angeles,2018,Air,Inferior Irrigation,53.54
Minnesota,Los-Angeles,2018,Water,Urban Activities,-74.15
Minnesota,Los-Angeles,2018,Soil,Light,49.31
Minnesota,Los-Angeles,2018,Air,Noise,58.55
Minnesota,Los-Angeles,2018,Water,Thermal,58.32
Minnesota,Los-Angeles,2018,Soil,Groundwater,-65.25
Minnesota,Los-Angeles,2018,Air,Chemical,63.19
Minnesota,Los-Angeles,2018,Water,Oxygen-depletion,-63.08
Minnesota,Los-Angeles,2018,Soil,Surface water,65.84
Minnesota,Los-Angeles,2018,Air,Industrial,-61.23
Minnesota,Los-Angeles,2018,Water,Inferior Irrigation,65.88
California,Berkeley,2022,Soil,Industrial,70.88
California,Berkeley,2022,Air,Inferior Irrigation,72.52
California,Berkeley,2022,Water,Urban Activities,73.4
California,Berkeley,2022,Soil,Light,-53.88
California,Berkeley,2022,Air,Noise,-51.6
California,Berkeley,2022,Water,Thermal,77.94
California,Berkeley,2022,Soil,Groundwater,79.92
California,Berkeley,2022,Air,Chemical,81.55
California,Berkeley,2022,Water,Oxygen-depletion,81.38
California,Berkeley,2022,Soil,Surface water,83.36
California,Berkeley,2022,Air,Industrial,84.3
California,Berkeley,2022,Water,Inferior Irrigation,-43.51
Minnesota,Malibu,2020,Soil,Industrial,85.11
Minnesota,Malibu,2020,Air,Inferior Irrigation,-45.91
Minnesota,Malibu,2020,Water,Urban Activities,-37.51
Minnesota,Malibu,2020,Soil,Light,-31.18
Minnesota,Malibu,2020,Air,Noise,98.92
Minnesota,Malibu,2020,Water,Thermal,-31.27
Minnesota,Malibu,2020,Soil,Groundwater,99.73
Minnesota,Malibu,2020,Air,Chemical,-25.44
Minnesota,Malibu,2020,Water,Oxygen-depletion,-20.86
Minnesota,Malibu,2020,Soil,Surface water,-19.11
Minnesota,Malibu,2020,Air,Industrial,-11.77
Minnesota,Malibu,2020,Water,Inferior Irrigation,-5.04
