Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2016,Dairy,Milk,764.83
Export,2016,Meat,Butter,356.86
Export,2016,Cereals,Duck,196.14
Export,2016,Dairy,Chicken,520.17
Export,2016,Meat,Rice,727.15
Export,2016,Cereals,Soybeans,203.08
Export,2022,Dairy,Milk,779.32
Export,2022,Meat,Butter,365.18
Export,2022,Cereals,Duck,298.53
Export,2022,Dairy,Chicken,527.95
Export,2022,Meat,Rice,752.91
Export,2022,Cereals,Soybeans,51.21
Export,2016,Dairy,Milk,788.5
Export,2016,Meat,Butter,149.99
Export,2016,Cereals,Duck,534.69
Export,2016,Dairy,Chicken,119.32
Export,2016,Meat,Rice,538.99
Export,2016,Cereals,Soybeans,476.45
