Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Residential,Apartment,Q4,December,Florida,Fort Lauderdale,0.26
Residential,Apartment,Q3,November,Massachusetts,Tampa,5.4
Residential,Apartment,Q2,October,Florida,Lenox,7.27
Residential,Apartment,Q4,July,Massachusetts,Fort Lauderdale,9.05
Residential,Apartment,Q3,August,Florida,Tampa,9.35
Residential,Apartment,Q2,September,Massachusetts,Lenox,11.11
Residential,Apartment,Q4,April,Florida,Fort Lauderdale,15.66
Residential,Apartment,Q3,May,Massachusetts,Tampa,16.6
Residential,Apartment,Q2,December,Florida,Lenox,54.36
Culture,Hotel,Q4,December,Florida,Fort Lauderdale,18.92
Culture,Hotel,Q3,November,Massachusetts,Tampa,19.29
Culture,Hotel,Q2,October,Florida,Lenox,20.9
Culture,Hotel,Q4,July,Massachusetts,Fort Lauderdale,55.26
Culture,Hotel,Q3,August,Florida,Tampa,54.71
Culture,Hotel,Q2,September,Massachusetts,Lenox,27.5
Culture,Hotel,Q4,April,Florida,Fort Lauderdale,28.6
Culture,Hotel,Q3,May,Massachusetts,Tampa,29.75
Culture,Hotel,Q2,December,Florida,Lenox,29.91
Service,House,Q4,December,Florida,Fort Lauderdale,30.14
Service,House,Q3,November,Massachusetts,Tampa,32.51
Service,House,Q2,October,Florida,Lenox,33.45
Service,House,Q4,July,Massachusetts,Fort Lauderdale,34.13
Service,House,Q3,August,Florida,Tampa,58.58
Service,House,Q2,September,Massachusetts,Lenox,37.56
Service,House,Q4,April,Florida,Fort Lauderdale,39.09
Service,House,Q3,May,Massachusetts,Tampa,40.04
Service,House,Q2,December,Florida,Lenox,42.81
Residential,Theatre,Q4,December,Florida,Fort Lauderdale,43.45
Residential,Theatre,Q3,November,Massachusetts,Tampa,45.2
Residential,Theatre,Q2,October,Florida,Lenox,48.14
Residential,Theatre,Q4,July,Massachusetts,Fort Lauderdale,49.5
Residential,Theatre,Q3,August,Florida,Tampa,50.74
Residential,Theatre,Q2,September,Massachusetts,Lenox,51.75
Residential,Theatre,Q4,April,Florida,Fort Lauderdale,52.51
Residential,Theatre,Q3,May,Massachusetts,Tampa,52.32
Residential,Theatre,Q2,December,Florida,Lenox,54.27
Culture,Concert,Q4,December,Florida,Fort Lauderdale,55.95
Culture,Concert,Q3,November,Massachusetts,Tampa,56.05
Culture,Concert,Q2,October,Florida,Lenox,57.86
Culture,Concert,Q4,July,Massachusetts,Fort Lauderdale,58.12
Culture,Concert,Q3,August,Florida,Tampa,59.33
Culture,Concert,Q2,September,Massachusetts,Lenox,58.98
Culture,Concert,Q4,April,Florida,Fort Lauderdale,59.21
Culture,Concert,Q3,May,Massachusetts,Tampa,57.92
Culture,Concert,Q2,December,Florida,Lenox,63.0
Service,Library,Q4,December,Florida,Fort Lauderdale,64.78
Service,Library,Q3,November,Massachusetts,Tampa,63.38
Service,Library,Q2,October,Florida,Lenox,66.0
Service,Library,Q4,July,Massachusetts,Fort Lauderdale,67.98
Service,Library,Q3,August,Florida,Tampa,68.83
Service,Library,Q2,September,Massachusetts,Lenox,72.95
Service,Library,Q4,April,Florida,Fort Lauderdale,72.48
Service,Library,Q3,May,Massachusetts,Tampa,72.51
Service,Library,Q2,December,Florida,Lenox,75.85
Residential,School,Q4,December,Florida,Fort Lauderdale,80.01
Residential,School,Q3,November,Massachusetts,Tampa,82.6
Residential,School,Q2,October,Florida,Lenox,83.23
Residential,School,Q4,July,Massachusetts,Fort Lauderdale,84.22
Residential,School,Q3,August,Florida,Tampa,89.07
Residential,School,Q2,September,Massachusetts,Lenox,89.0
Residential,School,Q4,April,Florida,Fort Lauderdale,92.58
Residential,School,Q3,May,Massachusetts,Tampa,95.01
Residential,School,Q2,December,Florida,Lenox,97.07
