Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Culture,Concert,Q1,March,Nevada,Reno,3.55
Culture,Concert,Q4,February,Florida,Fort Lauderdale,4.91
Culture,Concert,Q1,January,Nevada,Reno,4.42
Culture,Concert,Q4,November,Florida,Fort Lauderdale,5.72
Culture,Concert,Q1,December,Nevada,Reno,5.47
Culture,Concert,Q4,October,Florida,Fort Lauderdale,9.46
Service,Theatre,Q1,March,Nevada,Reno,11.81
Service,Theatre,Q4,February,Florida,Fort Lauderdale,15.41
Service,Theatre,Q1,January,Nevada,Reno,15.59
Service,Theatre,Q4,November,Florida,Fort Lauderdale,22.32
Service,Theatre,Q1,December,Nevada,Reno,24.09
Service,Theatre,Q4,October,Florida,Fort Lauderdale,26.15
Culture,Museum,Q1,March,Nevada,Reno,31.78
Culture,Museum,Q4,February,Florida,Fort Lauderdale,33.23
Culture,Museum,Q1,January,Nevada,Reno,35.63
Culture,Museum,Q4,November,Florida,Fort Lauderdale,40.36
Culture,Museum,Q1,December,Nevada,Reno,40.37
Culture,Museum,Q4,October,Florida,Fort Lauderdale,42.09
Service,School,Q1,March,Nevada,Reno,42.51
Service,School,Q4,February,Florida,Fort Lauderdale,47.78
Service,School,Q1,January,Nevada,Reno,0.04
Service,School,Q4,November,Florida,Fort Lauderdale,47.66
Service,School,Q1,December,Nevada,Reno,64.94
Service,School,Q4,October,Florida,Fort Lauderdale,65.49
Culture,Library,Q1,March,Nevada,Reno,66.32
Culture,Library,Q4,February,Florida,Fort Lauderdale,67.68
Culture,Library,Q1,January,Nevada,Reno,68.35
Culture,Library,Q4,November,Florida,Fort Lauderdale,69.88
Culture,Library,Q1,December,Nevada,Reno,66.65
Culture,Library,Q4,October,Florida,Fort Lauderdale,73.69
Service,Hospital,Q1,March,Nevada,Reno,78.91
Service,Hospital,Q4,February,Florida,Fort Lauderdale,82.24
Service,Hospital,Q1,January,Nevada,Reno,89.67
Service,Hospital,Q4,November,Florida,Fort Lauderdale,93.36
Service,Hospital,Q1,December,Nevada,Reno,96.7
Service,Hospital,Q4,October,Florida,Fort Lauderdale,99.95
