Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Export,2021,Beverage,Juice,577.34
Export,2021,Cereals,Tea,964.62
Export,2021,Beverage,Corn,293.52
Export,2021,Cereals,Soybeans,217.78
Export,2017,Beverage,Juice,135.27
Export,2017,Cereals,Tea,330.64
Export,2017,Beverage,Corn,108.63
Export,2017,Cereals,Soybeans,111.02
Export,2020,Beverage,Juice,601.33
Export,2020,Cereals,Tea,689.22
Export,2020,Beverage,Corn,306.43
Export,2020,Cereals,Soybeans,340.2
Export,2021,Beverage,Juice,278.12
Export,2021,Cereals,Tea,57.41
Export,2021,Beverage,Corn,892.35
Export,2021,Cereals,Soybeans,543.49
