Year,State,City,Characteristic,Intensity,Value
Year,State,City,Characteristic,Intensity,Value
2015,Michigan,Port Huron,Temperature,11-20,0.07
2015,Michigan,Port Huron,Wind,31-40,1.11
2015,Michigan,Port Huron,Temperature,Breeze,3.96
2015,Michigan,Port Huron,Wind,Calm,4.38
2017,Nevada,Detroit,Temperature,11-20,5.07
2017,Nevada,Detroit,Wind,31-40,5.77
2017,Nevada,Detroit,Temperature,Breeze,3.61
2017,Nevada,Detroit,Wind,Calm,10.75
2019,Michigan,Las Vegas,Temperature,11-20,10.78
2019,Michigan,Las Vegas,Wind,31-40,12.22
2019,Michigan,Las Vegas,Temperature,Breeze,14.83
2019,Michigan,Las Vegas,Wind,Calm,15.16
2015,Nevada,Boulder City,Temperature,11-20,16.36
2015,Nevada,Boulder City,Wind,31-40,14.23
2015,Nevada,Boulder City,Temperature,Breeze,19.33
2015,Nevada,Boulder City,Wind,Calm,22.64
2017,Michigan,Reno,Temperature,11-20,24.59
2017,Michigan,Reno,Wind,31-40,25.14
2017,Michigan,Reno,Temperature,Breeze,26.89
2017,Michigan,Reno,Wind,Calm,27.67
