Import-Export,Year,Category,Item,Value
Import_Export,Year,Category,Item,Value
Import,2022,Meat,Duck,647.1
Import,2022,Dairy,Chicken,522.85
Import,2022,Meat,Lamb,398.81
Import,2022,Dairy,Cream,783.39
Import,2022,Meat,Milk,527.78
Import,2022,Dairy,Cheese,273.36
Import,2018,Meat,Duck,275.86
Import,2018,Dairy,Chicken,788.85
Import,2018,Meat,Lamb,159.74
Import,2018,Dairy,Cream,287.18
Import,2018,Meat,Milk,296.73
Import,2018,Dairy,Cheese,298.41
Import,2020,Meat,Duck,938.54
Import,2020,Dairy,Chicken,45.05
Import,2020,Meat,Lamb,942.01
Import,2020,Dairy,Cream,309.8
Import,2020,Meat,Milk,838.58
Import,2020,Dairy,Cheese,717.86
Import,2022,Meat,Duck,608.85
Import,2022,Dairy,Chicken,993.55
Import,2022,Meat,Lamb,366.44
Import,2022,Dairy,Cream,751.64
Import,2022,Meat,Milk,759.21
Import,2022,Dairy,Cheese,891.64
