Type of building,Usage,Quarter,Month,State,City,Value
Type_of_building,Usage,Quarter,Month,State,City,Value
Production,Workshop,Q2,June,Maryland,Aberdeen,0.96
Production,Workshop,Q4,April,Nevada,Columbia,1.04
Production,Workshop,Q3,May,Maryland,Boulder City,5.53
Production,Workshop,Q2,November,Nevada,Las Vegas,6.71
Production,Workshop,Q4,October,Maryland,Aberdeen,10.29
Production,Workshop,Q3,December,Nevada,Columbia,11.99
Production,Workshop,Q2,September,Maryland,Boulder City,14.63
Production,Workshop,Q4,August,Nevada,Las Vegas,14.6
Production,Workshop,Q3,June,Maryland,Aberdeen,16.67
Service,Factory,Q2,June,Maryland,Aberdeen,17.73
Service,Factory,Q4,April,Nevada,Columbia,18.86
Service,Factory,Q3,May,Maryland,Boulder City,24.55
Service,Factory,Q2,November,Nevada,Las Vegas,26.73
Service,Factory,Q4,October,Maryland,Aberdeen,26.65
Service,Factory,Q3,December,Nevada,Columbia,28.02
Service,Factory,Q2,September,Maryland,Boulder City,30.19
Service,Factory,Q4,August,Nevada,Las Vegas,38.75
Service,Factory,Q3,June,Maryland,Aberdeen,38.6
Production,School,Q2,June,Maryland,Aberdeen,39.21
Production,School,Q4,April,Nevada,Columbia,41.35
Production,School,Q3,May,Maryland,Boulder City,42.29
Production,School,Q2,November,Nevada,Las Vegas,42.85
Production,School,Q4,October,Maryland,Aberdeen,44.32
Production,School,Q3,December,Nevada,Columbia,49.66
Production,School,Q2,September,Maryland,Boulder City,51.72
Production,School,Q4,August,Nevada,Las Vegas,52.89
Production,School,Q3,June,Maryland,Aberdeen,57.6
Service,Administration,Q2,June,Maryland,Aberdeen,60.29
Service,Administration,Q4,April,Nevada,Columbia,61.39
Service,Administration,Q3,May,Maryland,Boulder City,63.13
Service,Administration,Q2,November,Nevada,Las Vegas,69.0
Service,Administration,Q4,October,Maryland,Aberdeen,74.27
Service,Administration,Q3,December,Nevada,Columbia,82.79
Service,Administration,Q2,September,Maryland,Boulder City,82.35
Service,Administration,Q4,August,Nevada,Las Vegas,88.66
Service,Administration,Q3,June,Maryland,Aberdeen,92.63
